accounting_record_id,store_id,sale_id,purchase_order_id,record_type,record_category,amount,record_date,description,fiscal_period
332,3,332.0,,revenue,sales,38.12,2025-05-02,Revenue from sale 332,2025-05
333,3,333.0,,revenue,sales,13.84,2025-12-15,Revenue from sale 333,2025-12
334,4,334.0,,revenue,sales,14.48,2025-07-16,Revenue from sale 334,2025-07
335,3,335.0,,revenue,sales,22.75,2025-07-27,Revenue from sale 335,2025-07
336,1,336.0,,revenue,sales,17.63,2025-09-13,Revenue from sale 336,2025-09
337,5,337.0,,revenue,sales,14.74,2025-11-16,Revenue from sale 337,2025-11
338,2,338.0,,revenue,sales,20.64,2025-01-19,Revenue from sale 338,2025-01
339,3,339.0,,revenue,sales,23.03,2025-05-11,Revenue from sale 339,2025-05
340,5,340.0,,revenue,sales,28.68,2025-10-26,Revenue from sale 340,2025-10
341,1,341.0,,revenue,sales,28.55,2025-12-24,Revenue from sale 341,2025-12
342,1,342.0,,revenue,sales,29.44,2025-06-07,Revenue from sale 342,2025-06
343,5,343.0,,revenue,sales,27.58,2025-07-25,Revenue from sale 343,2025-07
344,3,344.0,,revenue,sales,70.99,2025-09-14,Revenue from sale 344,2025-09
345,4,345.0,,revenue,sales,24.24,2025-09-21,Revenue from sale 345,2025-09
346,1,346.0,,revenue,sales,33.53,2025-11-25,Revenue from sale 346,2025-11
347,3,347.0,,revenue,sales,23.32,2025-11-30,Revenue from sale 347,2025-11
348,2,348.0,,revenue,sales,16.65,2025-07-16,Revenue from sale 348,2025-07
349,3,349.0,,revenue,sales,23.24,2025-11-23,Revenue from sale 349,2025-11
350,1,350.0,,revenue,sales,61.01,2025-02-11,Revenue from sale 350,2025-02
351,2,351.0,,revenue,sales,56.3,2025-07-10,Revenue from sale 351,2025-07
352,1,352.0,,revenue,sales,14.34,2025-09-25,Revenue from sale 352,2025-09
353,5,353.0,,revenue,sales,15.1,2025-12-06,Revenue from sale 353,2025-12
354,5,354.0,,revenue,sales,48.0,2025-09-13,Revenue from sale 354,2025-09
355,1,355.0,,revenue,sales,48.6,2025-12-22,Revenue from sale 355,2025-12
356,3,356.0,,revenue,sales,19.03,2025-10-10,Revenue from sale 356,2025-10
357,5,357.0,,revenue,sales,36.59,2025-07-08,Revenue from sale 357,2025-07
358,5,358.0,,revenue,sales,25.67,2025-08-11,Revenue from sale 358,2025-08
359,1,359.0,,revenue,sales,16.78,2025-06-21,Revenue from sale 359,2025-06
360,3,360.0,,revenue,sales,23.28,2025-02-02,Revenue from sale 360,2025-02
361,5,361.0,,revenue,sales,27.81,2025-08-10,Revenue from sale 361,2025-08
362,5,362.0,,revenue,sales,29.94,2025-12-08,Revenue from sale 362,2025-12
363,2,363.0,,revenue,sales,19.07,2025-12-06,Revenue from sale 363,2025-12
364,3,364.0,,revenue,sales,6.02,2025-04-20,Revenue from sale 364,2025-04
365,1,365.0,,revenue,sales,34.56,2025-03-06,Revenue from sale 365,2025-03
366,4,366.0,,revenue,sales,19.51,2025-09-05,Revenue from sale 366,2025-09
367,1,367.0,,revenue,sales,57.31,2025-08-12,Revenue from sale 367,2025-08
368,3,368.0,,revenue,sales,16.6,2025-12-09,Revenue from sale 368,2025-12
369,4,369.0,,revenue,sales,35.42,2025-05-03,Revenue from sale 369,2025-05
370,5,370.0,,revenue,sales,41.75,2025-07-06,Revenue from sale 370,2025-07
371,5,371.0,,revenue,sales,35.32,2025-07-28,Revenue from sale 371,2025-07
372,3,372.0,,revenue,sales,41.49,2025-08-03,Revenue from sale 372,2025-08
373,4,373.0,,revenue,sales,38.41,2025-12-07,Revenue from sale 373,2025-12
374,3,374.0,,revenue,sales,17.39,2025-12-03,Revenue from sale 374,2025-12
375,5,375.0,,revenue,sales,30.45,2025-12-30,Revenue from sale 375,2025-12
376,2,376.0,,revenue,sales,43.92,2025-10-30,Revenue from sale 376,2025-10
377,5,377.0,,revenue,sales,59.36,2025-09-28,Revenue from sale 377,2025-09
378,1,378.0,,revenue,sales,33.45,2025-12-31,Revenue from sale 378,2025-12
379,4,379.0,,revenue,sales,18.1,2025-04-27,Revenue from sale 379,2025-04
380,2,380.0,,revenue,sales,17.47,2025-11-30,Revenue from sale 380,2025-11
381,4,381.0,,revenue,sales,42.09,2025-07-04,Revenue from sale 381,2025-07
382,4,382.0,,revenue,sales,16.43,2025-12-28,Revenue from sale 382,2025-12
383,4,383.0,,revenue,sales,28.22,2025-07-17,Revenue from sale 383,2025-07
384,3,384.0,,revenue,sales,28.06,2025-03-15,Revenue from sale 384,2025-03
385,2,385.0,,revenue,sales,44.25,2025-08-31,Revenue from sale 385,2025-08
386,5,386.0,,revenue,sales,43.48,2025-09-13,Revenue from sale 386,2025-09
387,2,387.0,,revenue,sales,79.15,2025-03-09,Revenue from sale 387,2025-03
388,2,388.0,,revenue,sales,14.76,2025-12-28,Revenue from sale 388,2025-12
389,5,389.0,,revenue,sales,27.84,2025-07-13,Revenue from sale 389,2025-07
390,1,390.0,,revenue,sales,28.56,2025-05-25,Revenue from sale 390,2025-05
391,5,391.0,,revenue,sales,40.49,2025-12-25,Revenue from sale 391,2025-12
392,5,392.0,,revenue,sales,30.2,2025-12-19,Revenue from sale 392,2025-12
393,1,393.0,,revenue,sales,20.56,2025-11-02,Revenue from sale 393,2025-11
394,2,394.0,,revenue,sales,13.39,2025-05-11,Revenue from sale 394,2025-05
395,1,395.0,,revenue,sales,45.91,2025-08-18,Revenue from sale 395,2025-08
396,4,396.0,,revenue,sales,17.16,2025-04-27,Revenue from sale 396,2025-04
397,3,397.0,,revenue,sales,20.23,2025-05-24,Revenue from sale 397,2025-05
398,5,398.0,,revenue,sales,13.11,2025-07-19,Revenue from sale 398,2025-07
399,4,399.0,,revenue,sales,19.79,2025-08-31,Revenue from sale 399,2025-08
400,2,400.0,,revenue,sales,57.85,2025-12-15,Revenue from sale 400,2025-12
401,2,401.0,,revenue,sales,8.73,2025-07-01,Revenue from sale 401,2025-07
402,5,402.0,,revenue,sales,23.64,2025-08-06,Revenue from sale 402,2025-08
403,1,403.0,,revenue,sales,13.59,2025-04-28,Revenue from sale 403,2025-04
404,5,404.0,,revenue,sales,31.18,2025-07-11,Revenue from sale 404,2025-07
405,5,405.0,,revenue,sales,53.14,2025-10-06,Revenue from sale 405,2025-10
406,2,406.0,,revenue,sales,31.51,2025-05-02,Revenue from sale 406,2025-05
407,5,407.0,,revenue,sales,20.25,2025-08-09,Revenue from sale 407,2025-08
408,2,408.0,,revenue,sales,15.23,2025-11-01,Revenue from sale 408,2025-11
409,2,409.0,,revenue,sales,46.04,2025-12-07,Revenue from sale 409,2025-12
410,5,410.0,,revenue,sales,16.68,2025-11-09,Revenue from sale 410,2025-11
411,5,411.0,,revenue,sales,37.61,2025-11-03,Revenue from sale 411,2025-11
412,5,412.0,,revenue,sales,26.75,2025-08-06,Revenue from sale 412,2025-08
413,4,413.0,,revenue,sales,57.45,2025-05-15,Revenue from sale 413,2025-05
414,2,414.0,,revenue,sales,25.18,2025-05-04,Revenue from sale 414,2025-05
415,3,415.0,,revenue,sales,72.89,2025-04-27,Revenue from sale 415,2025-04
416,5,416.0,,revenue,sales,48.45,2025-08-09,Revenue from sale 416,2025-08
417,5,417.0,,revenue,sales,55.7,2025-08-05,Revenue from sale 417,2025-08
418,4,418.0,,revenue,sales,32.4,2025-08-08,Revenue from sale 418,2025-08
419,2,419.0,,revenue,sales,22.43,2025-05-01,Revenue from sale 419,2025-05
420,5,420.0,,revenue,sales,32.4,2025-12-20,Revenue from sale 420,2025-12
421,5,421.0,,revenue,sales,40.65,2025-10-05,Revenue from sale 421,2025-10
422,5,422.0,,revenue,sales,24.17,2025-07-14,Revenue from sale 422,2025-07
423,1,423.0,,revenue,sales,53.93,2025-09-14,Revenue from sale 423,2025-09
424,1,424.0,,revenue,sales,37.32,2025-12-02,Revenue from sale 424,2025-12
425,4,425.0,,revenue,sales,55.91,2025-11-30,Revenue from sale 425,2025-11
426,4,426.0,,revenue,sales,20.69,2025-07-25,Revenue from sale 426,2025-07
427,2,427.0,,revenue,sales,10.84,2025-12-27,Revenue from sale 427,2025-12
428,3,428.0,,revenue,sales,18.28,2025-03-08,Revenue from sale 428,2025-03
429,4,429.0,,revenue,sales,29.52,2025-08-06,Revenue from sale 429,2025-08
430,1,430.0,,revenue,sales,59.29,2025-08-23,Revenue from sale 430,2025-08
431,5,431.0,,revenue,sales,28.96,2025-09-28,Revenue from sale 431,2025-09
432,2,432.0,,revenue,sales,17.39,2025-03-15,Revenue from sale 432,2025-03
433,3,433.0,,revenue,sales,95.68,2025-11-21,Revenue from sale 433,2025-11
434,1,434.0,,revenue,sales,27.92,2025-09-01,Revenue from sale 434,2025-09
435,2,435.0,,revenue,sales,20.59,2025-05-08,Revenue from sale 435,2025-05
436,1,436.0,,revenue,sales,26.48,2025-03-20,Revenue from sale 436,2025-03
437,1,437.0,,revenue,sales,30.67,2025-06-01,Revenue from sale 437,2025-06
438,4,438.0,,revenue,sales,28.69,2025-11-05,Revenue from sale 438,2025-11
439,1,439.0,,revenue,sales,28.24,2025-01-26,Revenue from sale 439,2025-01
440,5,440.0,,revenue,sales,54.53,2025-08-30,Revenue from sale 440,2025-08
441,1,441.0,,revenue,sales,20.28,2025-08-23,Revenue from sale 441,2025-08
442,2,442.0,,revenue,sales,30.88,2025-03-08,Revenue from sale 442,2025-03
443,5,443.0,,revenue,sales,57.4,2025-08-02,Revenue from sale 443,2025-08
444,3,444.0,,revenue,sales,34.03,2025-08-29,Revenue from sale 444,2025-08
445,5,445.0,,revenue,sales,43.71,2025-12-19,Revenue from sale 445,2025-12
446,1,446.0,,revenue,sales,28.39,2025-01-08,Revenue from sale 446,2025-01
447,4,447.0,,revenue,sales,28.43,2025-08-10,Revenue from sale 447,2025-08
448,5,448.0,,revenue,sales,30.86,2025-07-14,Revenue from sale 448,2025-07
449,5,449.0,,revenue,sales,52.37,2025-11-07,Revenue from sale 449,2025-11
450,5,450.0,,revenue,sales,76.58,2025-10-04,Revenue from sale 450,2025-10
451,3,451.0,,revenue,sales,18.6,2025-12-27,Revenue from sale 451,2025-12
452,2,452.0,,revenue,sales,25.92,2025-04-26,Revenue from sale 452,2025-04
453,1,453.0,,revenue,sales,19.83,2025-07-26,Revenue from sale 453,2025-07
454,4,454.0,,revenue,sales,46.41,2025-07-01,Revenue from sale 454,2025-07
455,3,455.0,,revenue,sales,16.96,2025-05-27,Revenue from sale 455,2025-05
456,4,456.0,,revenue,sales,27.72,2025-05-16,Revenue from sale 456,2025-05
457,5,457.0,,revenue,sales,25.58,2025-12-20,Revenue from sale 457,2025-12
458,5,458.0,,revenue,sales,33.58,2025-12-02,Revenue from sale 458,2025-12
459,2,459.0,,revenue,sales,8.55,2025-02-04,Revenue from sale 459,2025-02
460,5,460.0,,revenue,sales,33.02,2025-07-14,Revenue from sale 460,2025-07
461,5,461.0,,revenue,sales,15.93,2025-11-29,Revenue from sale 461,2025-11
462,1,462.0,,revenue,sales,16.92,2025-12-18,Revenue from sale 462,2025-12
463,1,463.0,,revenue,sales,44.07,2025-02-01,Revenue from sale 463,2025-02
464,4,464.0,,revenue,sales,15.09,2025-08-16,Revenue from sale 464,2025-08
465,1,465.0,,revenue,sales,38.89,2025-03-09,Revenue from sale 465,2025-03
466,4,466.0,,revenue,sales,20.95,2025-05-31,Revenue from sale 466,2025-05
467,3,467.0,,revenue,sales,13.67,2025-11-11,Revenue from sale 467,2025-11
468,5,468.0,,revenue,sales,19.27,2025-11-19,Revenue from sale 468,2025-11
469,1,469.0,,revenue,sales,18.79,2025-01-25,Revenue from sale 469,2025-01
470,4,470.0,,revenue,sales,14.65,2025-08-05,Revenue from sale 470,2025-08
471,5,471.0,,revenue,sales,13.65,2025-11-08,Revenue from sale 471,2025-11
472,4,472.0,,revenue,sales,11.91,2025-10-12,Revenue from sale 472,2025-10
473,5,473.0,,revenue,sales,33.2,2025-09-10,Revenue from sale 473,2025-09
474,1,474.0,,revenue,sales,18.47,2025-09-16,Revenue from sale 474,2025-09
475,5,475.0,,revenue,sales,31.3,2025-12-24,Revenue from sale 475,2025-12
476,1,476.0,,revenue,sales,22.75,2025-10-04,Revenue from sale 476,2025-10
477,2,477.0,,revenue,sales,72.49,2025-12-28,Revenue from sale 477,2025-12
478,4,478.0,,revenue,sales,29.22,2025-05-30,Revenue from sale 478,2025-05
479,3,479.0,,revenue,sales,11.9,2025-03-14,Revenue from sale 479,2025-03
480,2,480.0,,revenue,sales,46.44,2025-08-16,Revenue from sale 480,2025-08
481,5,481.0,,revenue,sales,70.26,2025-07-13,Revenue from sale 481,2025-07
482,5,482.0,,revenue,sales,35.72,2025-09-19,Revenue from sale 482,2025-09
483,4,483.0,,revenue,sales,26.14,2025-09-25,Revenue from sale 483,2025-09
484,4,484.0,,revenue,sales,55.53,2025-08-17,Revenue from sale 484,2025-08
485,5,485.0,,revenue,sales,34.94,2025-08-30,Revenue from sale 485,2025-08
486,2,486.0,,revenue,sales,35.23,2025-10-25,Revenue from sale 486,2025-10
487,4,487.0,,revenue,sales,21.27,2025-12-26,Revenue from sale 487,2025-12
488,3,488.0,,revenue,sales,35.65,2025-01-22,Revenue from sale 488,2025-01
489,3,489.0,,revenue,sales,25.55,2025-06-30,Revenue from sale 489,2025-06
490,3,490.0,,revenue,sales,23.27,2025-10-21,Revenue from sale 490,2025-10
491,2,491.0,,revenue,sales,53.87,2025-01-01,Revenue from sale 491,2025-01
492,5,492.0,,revenue,sales,43.42,2025-10-25,Revenue from sale 492,2025-10
493,4,493.0,,revenue,sales,16.55,2025-05-12,Revenue from sale 493,2025-05
494,5,494.0,,revenue,sales,18.98,2025-08-24,Revenue from sale 494,2025-08
495,2,495.0,,revenue,sales,27.71,2025-04-22,Revenue from sale 495,2025-04
496,5,496.0,,revenue,sales,27.18,2025-07-29,Revenue from sale 496,2025-07
497,2,497.0,,revenue,sales,64.01,2025-04-14,Revenue from sale 497,2025-04
498,1,498.0,,revenue,sales,96.9,2025-11-21,Revenue from sale 498,2025-11
499,1,499.0,,revenue,sales,59.55,2025-06-13,Revenue from sale 499,2025-06
500,4,500.0,,revenue,sales,27.27,2025-09-13,Revenue from sale 500,2025-09
501,5,501.0,,revenue,sales,20.36,2025-07-27,Revenue from sale 501,2025-07
502,2,502.0,,revenue,sales,11.15,2025-06-05,Revenue from sale 502,2025-06
503,5,503.0,,revenue,sales,34.81,2025-11-11,Revenue from sale 503,2025-11
504,5,504.0,,revenue,sales,17.59,2025-08-20,Revenue from sale 504,2025-08
505,1,505.0,,revenue,sales,18.55,2025-03-24,Revenue from sale 505,2025-03
506,3,506.0,,revenue,sales,45.38,2025-08-31,Revenue from sale 506,2025-08
507,1,507.0,,revenue,sales,29.17,2025-03-17,Revenue from sale 507,2025-03
508,5,508.0,,revenue,sales,54.21,2025-10-06,Revenue from sale 508,2025-10
509,3,509.0,,revenue,sales,49.11,2025-07-18,Revenue from sale 509,2025-07
510,5,510.0,,revenue,sales,31.53,2025-09-14,Revenue from sale 510,2025-09
511,3,511.0,,revenue,sales,37.34,2025-03-23,Revenue from sale 511,2025-03
512,4,512.0,,revenue,sales,33.56,2025-10-28,Revenue from sale 512,2025-10
513,4,513.0,,revenue,sales,9.45,2025-07-02,Revenue from sale 513,2025-07
514,1,514.0,,revenue,sales,17.25,2025-01-05,Revenue from sale 514,2025-01
515,5,515.0,,revenue,sales,26.9,2025-09-14,Revenue from sale 515,2025-09
516,1,516.0,,revenue,sales,14.23,2025-07-05,Revenue from sale 516,2025-07
517,4,517.0,,revenue,sales,17.7,2025-12-06,Revenue from sale 517,2025-12
518,1,518.0,,revenue,sales,25.63,2025-06-16,Revenue from sale 518,2025-06
519,3,519.0,,revenue,sales,17.29,2025-09-04,Revenue from sale 519,2025-09
520,2,520.0,,revenue,sales,71.69,2025-09-02,Revenue from sale 520,2025-09
521,5,521.0,,revenue,sales,33.86,2025-12-14,Revenue from sale 521,2025-12
522,5,522.0,,revenue,sales,39.05,2025-09-30,Revenue from sale 522,2025-09
523,2,523.0,,revenue,sales,15.1,2025-09-21,Revenue from sale 523,2025-09
524,1,524.0,,revenue,sales,16.11,2025-09-12,Revenue from sale 524,2025-09
525,4,525.0,,revenue,sales,20.74,2025-04-21,Revenue from sale 525,2025-04
526,2,526.0,,revenue,sales,82.63,2025-06-29,Revenue from sale 526,2025-06
527,3,527.0,,revenue,sales,14.59,2025-01-15,Revenue from sale 527,2025-01
528,5,528.0,,revenue,sales,20.08,2025-10-03,Revenue from sale 528,2025-10
529,3,529.0,,revenue,sales,43.21,2025-08-17,Revenue from sale 529,2025-08
530,3,530.0,,revenue,sales,37.25,2025-03-09,Revenue from sale 530,2025-03
531,5,531.0,,revenue,sales,18.17,2025-11-25,Revenue from sale 531,2025-11
532,3,532.0,,revenue,sales,19.66,2025-06-20,Revenue from sale 532,2025-06
533,3,533.0,,revenue,sales,37.91,2025-07-02,Revenue from sale 533,2025-07
534,1,534.0,,revenue,sales,42.9,2025-07-10,Revenue from sale 534,2025-07
535,5,535.0,,revenue,sales,20.16,2025-07-27,Revenue from sale 535,2025-07
536,1,536.0,,revenue,sales,34.52,2025-07-07,Revenue from sale 536,2025-07
537,2,537.0,,revenue,sales,19.76,2025-09-23,Revenue from sale 537,2025-09
538,3,538.0,,revenue,sales,31.35,2025-09-07,Revenue from sale 538,2025-09
539,4,539.0,,revenue,sales,37.19,2025-08-12,Revenue from sale 539,2025-08
540,1,540.0,,revenue,sales,62.02,2025-10-25,Revenue from sale 540,2025-10
541,4,541.0,,revenue,sales,20.89,2025-07-01,Revenue from sale 541,2025-07
542,1,542.0,,revenue,sales,20.48,2025-02-16,Revenue from sale 542,2025-02
543,2,543.0,,revenue,sales,15.09,2025-12-18,Revenue from sale 543,2025-12
544,2,544.0,,revenue,sales,39.78,2025-05-22,Revenue from sale 544,2025-05
545,4,545.0,,revenue,sales,28.06,2025-12-27,Revenue from sale 545,2025-12
546,3,546.0,,revenue,sales,16.4,2025-02-20,Revenue from sale 546,2025-02
547,3,547.0,,revenue,sales,86.97,2025-12-21,Revenue from sale 547,2025-12
548,4,548.0,,revenue,sales,29.08,2025-10-23,Revenue from sale 548,2025-10
549,1,549.0,,revenue,sales,27.81,2025-04-27,Revenue from sale 549,2025-04
550,3,550.0,,revenue,sales,20.16,2025-01-19,Revenue from sale 550,2025-01
551,3,551.0,,revenue,sales,43.02,2025-02-09,Revenue from sale 551,2025-02
552,4,552.0,,revenue,sales,15.14,2025-10-18,Revenue from sale 552,2025-10
553,1,553.0,,revenue,sales,50.21,2025-04-20,Revenue from sale 553,2025-04
554,3,554.0,,revenue,sales,14.2,2025-01-17,Revenue from sale 554,2025-01
555,3,555.0,,revenue,sales,15.46,2025-05-04,Revenue from sale 555,2025-05
556,3,556.0,,revenue,sales,10.74,2025-09-28,Revenue from sale 556,2025-09
557,1,557.0,,revenue,sales,42.57,2025-02-21,Revenue from sale 557,2025-02
558,4,558.0,,revenue,sales,28.3,2025-04-15,Revenue from sale 558,2025-04
559,3,559.0,,revenue,sales,17.44,2025-01-28,Revenue from sale 559,2025-01
560,1,560.0,,revenue,sales,33.14,2025-11-24,Revenue from sale 560,2025-11
561,1,561.0,,revenue,sales,43.85,2025-02-04,Revenue from sale 561,2025-02
562,2,562.0,,revenue,sales,28.3,2025-01-27,Revenue from sale 562,2025-01
563,2,563.0,,revenue,sales,46.35,2025-04-24,Revenue from sale 563,2025-04
564,3,564.0,,revenue,sales,10.14,2025-04-20,Revenue from sale 564,2025-04
565,3,565.0,,revenue,sales,37.81,2025-04-02,Revenue from sale 565,2025-04
566,4,566.0,,revenue,sales,58.89,2025-09-06,Revenue from sale 566,2025-09
567,4,567.0,,revenue,sales,89.71,2025-08-18,Revenue from sale 567,2025-08
568,4,568.0,,revenue,sales,23.68,2025-12-19,Revenue from sale 568,2025-12
569,3,569.0,,revenue,sales,25.9,2025-03-25,Revenue from sale 569,2025-03
570,4,570.0,,revenue,sales,24.56,2025-11-13,Revenue from sale 570,2025-11
571,3,571.0,,revenue,sales,10.22,2025-07-13,Revenue from sale 571,2025-07
572,5,572.0,,revenue,sales,42.76,2025-07-28,Revenue from sale 572,2025-07
573,5,573.0,,revenue,sales,19.79,2025-10-25,Revenue from sale 573,2025-10
574,3,574.0,,revenue,sales,72.83,2025-10-14,Revenue from sale 574,2025-10
575,4,575.0,,revenue,sales,33.61,2025-09-14,Revenue from sale 575,2025-09
576,4,576.0,,revenue,sales,12.63,2025-04-27,Revenue from sale 576,2025-04
577,3,577.0,,revenue,sales,57.85,2025-05-08,Revenue from sale 577,2025-05
578,3,578.0,,revenue,sales,21.73,2025-05-05,Revenue from sale 578,2025-05
579,4,579.0,,revenue,sales,7.65,2025-05-31,Revenue from sale 579,2025-05
580,4,580.0,,revenue,sales,24.01,2025-07-18,Revenue from sale 580,2025-07
581,1,581.0,,revenue,sales,54.94,2025-09-28,Revenue from sale 581,2025-09
582,5,582.0,,revenue,sales,33.91,2025-12-02,Revenue from sale 582,2025-12
583,2,583.0,,revenue,sales,24.13,2025-04-06,Revenue from sale 583,2025-04
584,1,584.0,,revenue,sales,31.65,2025-11-01,Revenue from sale 584,2025-11
585,2,585.0,,revenue,sales,38.32,2025-08-02,Revenue from sale 585,2025-08
586,3,586.0,,revenue,sales,40.01,2025-06-03,Revenue from sale 586,2025-06
587,1,587.0,,revenue,sales,38.23,2025-02-12,Revenue from sale 587,2025-02
588,5,588.0,,revenue,sales,35.35,2025-10-18,Revenue from sale 588,2025-10
589,2,589.0,,revenue,sales,41.59,2025-03-25,Revenue from sale 589,2025-03
590,5,590.0,,revenue,sales,39.0,2025-07-30,Revenue from sale 590,2025-07
591,4,591.0,,revenue,sales,36.07,2025-12-22,Revenue from sale 591,2025-12
592,3,592.0,,revenue,sales,32.91,2025-02-19,Revenue from sale 592,2025-02
593,2,593.0,,revenue,sales,41.86,2025-02-12,Revenue from sale 593,2025-02
594,2,594.0,,revenue,sales,32.55,2025-02-09,Revenue from sale 594,2025-02
595,3,595.0,,revenue,sales,35.55,2025-04-23,Revenue from sale 595,2025-04
596,1,596.0,,revenue,sales,51.07,2025-07-10,Revenue from sale 596,2025-07
597,5,597.0,,revenue,sales,69.51,2025-11-09,Revenue from sale 597,2025-11
598,2,598.0,,revenue,sales,17.06,2025-04-20,Revenue from sale 598,2025-04
599,4,599.0,,revenue,sales,27.12,2025-04-27,Revenue from sale 599,2025-04
600,3,600.0,,revenue,sales,37.27,2025-10-03,Revenue from sale 600,2025-10
601,5,601.0,,revenue,sales,26.57,2025-08-20,Revenue from sale 601,2025-08
602,5,602.0,,revenue,sales,13.61,2025-12-08,Revenue from sale 602,2025-12
603,4,603.0,,revenue,sales,64.74,2025-09-08,Revenue from sale 603,2025-09
604,5,604.0,,revenue,sales,26.28,2025-08-23,Revenue from sale 604,2025-08
605,5,605.0,,revenue,sales,44.67,2025-10-28,Revenue from sale 605,2025-10
606,3,606.0,,revenue,sales,29.36,2025-12-15,Revenue from sale 606,2025-12
607,1,607.0,,revenue,sales,19.41,2025-10-17,Revenue from sale 607,2025-10
608,4,608.0,,revenue,sales,9.93,2025-09-08,Revenue from sale 608,2025-09
609,1,609.0,,revenue,sales,63.56,2025-11-16,Revenue from sale 609,2025-11
610,1,610.0,,revenue,sales,24.4,2025-01-19,Revenue from sale 610,2025-01
611,5,611.0,,revenue,sales,18.25,2025-09-28,Revenue from sale 611,2025-09
612,1,612.0,,revenue,sales,35.13,2025-12-27,Revenue from sale 612,2025-12
613,3,613.0,,revenue,sales,15.83,2025-06-09,Revenue from sale 613,2025-06
614,5,614.0,,revenue,sales,34.88,2025-10-19,Revenue from sale 614,2025-10
615,5,615.0,,revenue,sales,18.44,2025-07-26,Revenue from sale 615,2025-07
616,4,616.0,,revenue,sales,56.79,2025-08-01,Revenue from sale 616,2025-08
617,3,617.0,,revenue,sales,10.6,2025-09-01,Revenue from sale 617,2025-09
618,5,618.0,,revenue,sales,35.81,2025-09-14,Revenue from sale 618,2025-09
619,3,619.0,,revenue,sales,28.2,2025-07-02,Revenue from sale 619,2025-07
620,3,620.0,,revenue,sales,19.98,2025-02-03,Revenue from sale 620,2025-02
621,3,621.0,,revenue,sales,15.58,2025-05-21,Revenue from sale 621,2025-05
622,4,622.0,,revenue,sales,23.78,2025-07-16,Revenue from sale 622,2025-07
623,3,623.0,,revenue,sales,13.76,2025-03-26,Revenue from sale 623,2025-03
624,1,624.0,,revenue,sales,10.31,2025-07-11,Revenue from sale 624,2025-07
625,4,625.0,,revenue,sales,11.68,2025-06-27,Revenue from sale 625,2025-06
626,4,626.0,,revenue,sales,49.75,2025-04-19,Revenue from sale 626,2025-04
627,5,627.0,,revenue,sales,33.3,2025-09-02,Revenue from sale 627,2025-09
628,1,628.0,,revenue,sales,27.89,2025-12-07,Revenue from sale 628,2025-12
629,1,629.0,,revenue,sales,29.88,2025-02-21,Revenue from sale 629,2025-02
630,3,630.0,,revenue,sales,26.46,2025-04-17,Revenue from sale 630,2025-04
631,3,631.0,,revenue,sales,13.85,2025-02-09,Revenue from sale 631,2025-02
632,1,632.0,,revenue,sales,21.68,2025-06-22,Revenue from sale 632,2025-06
633,4,633.0,,revenue,sales,34.97,2025-09-07,Revenue from sale 633,2025-09
634,4,634.0,,revenue,sales,19.76,2025-11-25,Revenue from sale 634,2025-11
635,5,635.0,,revenue,sales,37.58,2025-09-22,Revenue from sale 635,2025-09
636,5,636.0,,revenue,sales,19.28,2025-12-31,Revenue from sale 636,2025-12
637,1,637.0,,revenue,sales,21.87,2025-03-26,Revenue from sale 637,2025-03
638,5,638.0,,revenue,sales,16.33,2025-12-21,Revenue from sale 638,2025-12
639,2,639.0,,revenue,sales,17.15,2025-02-02,Revenue from sale 639,2025-02
640,5,640.0,,revenue,sales,32.17,2025-09-22,Revenue from sale 640,2025-09
641,1,641.0,,revenue,sales,15.8,2025-03-30,Revenue from sale 641,2025-03
642,3,642.0,,revenue,sales,13.46,2025-04-10,Revenue from sale 642,2025-04
643,4,643.0,,revenue,sales,30.39,2025-09-20,Revenue from sale 643,2025-09
644,3,644.0,,revenue,sales,28.07,2025-12-02,Revenue from sale 644,2025-12
645,1,645.0,,revenue,sales,20.53,2025-03-09,Revenue from sale 645,2025-03
646,4,646.0,,revenue,sales,27.23,2025-11-23,Revenue from sale 646,2025-11
647,1,647.0,,revenue,sales,12.87,2025-08-07,Revenue from sale 647,2025-08
648,3,648.0,,revenue,sales,37.72,2025-12-30,Revenue from sale 648,2025-12
649,4,649.0,,revenue,sales,25.52,2025-05-17,Revenue from sale 649,2025-05
650,4,650.0,,revenue,sales,27.25,2025-08-29,Revenue from sale 650,2025-08
651,1,651.0,,revenue,sales,10.71,2025-06-28,Revenue from sale 651,2025-06
652,4,652.0,,revenue,sales,19.06,2025-11-19,Revenue from sale 652,2025-11
653,2,653.0,,revenue,sales,29.37,2025-04-02,Revenue from sale 653,2025-04
654,1,654.0,,revenue,sales,9.81,2025-06-18,Revenue from sale 654,2025-06
655,2,655.0,,revenue,sales,16.54,2025-06-30,Revenue from sale 655,2025-06
656,4,656.0,,revenue,sales,83.91,2025-12-19,Revenue from sale 656,2025-12
657,2,657.0,,revenue,sales,49.58,2025-01-19,Revenue from sale 657,2025-01
658,5,658.0,,revenue,sales,24.59,2025-09-28,Revenue from sale 658,2025-09
659,1,659.0,,revenue,sales,33.77,2025-05-04,Revenue from sale 659,2025-05
660,5,660.0,,revenue,sales,59.28,2025-08-02,Revenue from sale 660,2025-08
661,5,661.0,,revenue,sales,17.32,2025-08-16,Revenue from sale 661,2025-08
662,2,662.0,,revenue,sales,17.12,2025-01-16,Revenue from sale 662,2025-01
663,1,663.0,,revenue,sales,34.83,2025-06-30,Revenue from sale 663,2025-06
