shift_id,employee_id,store_id,department_id,shift_start_date,shift_end_date,clock_in_time,clock_out_time,shift_status
289,49,4,3,2025-05-14,2025-05-14,2025-05-14 06:57:00,2025-05-14 14:59:00,completed
290,49,4,3,2025-09-12,2025-09-12,2025-09-12 09:58:00,2025-09-12 18:05:00,completed
291,49,4,3,2025-10-14,2025-10-14,2025-10-14 07:57:00,2025-10-14 15:53:00,completed
292,49,4,3,2025-11-04,2025-11-04,2025-11-04 10:05:00,2025-11-04 18:02:00,completed
293,49,4,3,2025-05-23,2025-05-23,2025-05-23 09:10:00,2025-05-23 17:11:00,completed
294,49,4,3,2025-09-26,2025-09-26,,,missed
295,50,4,1,2025-12-23,2025-12-23,2025-12-23 10:02:00,2025-12-23 18:58:00,completed
296,50,4,1,2025-06-27,2025-06-27,2025-06-27 06:57:00,2025-06-27 16:00:00,completed
297,50,4,1,2025-11-14,2025-11-14,2025-11-14 07:59:00,2025-11-14 16:00:00,completed
298,50,4,1,2025-10-20,2025-10-20,2025-10-20 10:01:00,2025-10-20 18:02:00,completed
299,50,4,1,2025-07-30,2025-07-30,2025-07-30 09:59:00,2025-07-30 19:06:00,completed
300,50,4,1,2025-11-27,2025-11-27,2025-11-27 08:09:00,2025-11-27 16:00:00,completed
301,51,4,5,2025-08-29,2025-08-29,2025-08-29 09:10:00,2025-08-29 17:10:00,completed
302,51,4,5,2025-10-01,2025-10-01,2025-10-01 08:07:00,2025-10-01 16:51:00,completed
303,51,4,5,2025-09-16,2025-09-16,2025-09-16 09:01:00,2025-09-16 17:13:00,completed
304,51,4,5,2025-11-10,2025-11-10,,,missed
305,51,4,5,2025-11-07,2025-11-07,2025-11-07 08:04:00,2025-11-07 17:11:00,completed
306,51,4,5,2025-12-30,2025-12-30,2025-12-30 08:05:00,2025-12-30 16:03:00,completed
307,52,4,2,2025-12-26,2025-12-26,2025-12-26 06:56:00,2025-12-26 15:12:00,completed
308,52,4,2,2025-08-13,2025-08-13,2025-08-13 08:59:00,2025-08-13 18:04:00,completed
309,52,4,2,2025-11-12,2025-11-12,2025-11-12 10:01:00,2025-11-12 18:56:00,completed
310,52,4,2,2025-08-19,2025-08-19,2025-08-19 07:58:00,2025-08-19 16:11:00,completed
311,52,4,2,2025-12-12,2025-12-12,,,missed
312,52,4,2,2025-06-12,2025-06-12,,,missed
313,53,4,4,2025-05-23,2025-05-23,2025-05-23 08:07:00,2025-05-23 16:05:00,completed
314,53,4,4,2025-09-10,2025-09-10,2025-09-10 09:07:00,2025-09-10 17:14:00,completed
315,53,4,4,2025-11-07,2025-11-07,2025-11-07 07:07:00,2025-11-07 15:58:00,completed
316,53,4,4,2025-06-26,2025-06-26,2025-06-26 09:58:00,2025-06-26 18:52:00,completed
317,53,4,4,2025-04-29,2025-04-29,2025-04-29 07:02:00,2025-04-29 15:50:00,completed
318,53,4,4,2025-05-29,2025-05-29,2025-05-29 09:58:00,2025-05-29 19:15:00,completed
319,54,4,7,2025-11-05,2025-11-05,2025-11-05 07:55:00,2025-11-05 17:02:00,completed
320,54,4,7,2025-08-08,2025-08-08,2025-08-08 09:58:00,2025-08-08 18:14:00,completed
321,54,4,7,2025-09-23,2025-09-23,2025-09-23 08:00:00,2025-09-23 15:50:00,completed
322,54,4,7,2025-10-13,2025-10-13,2025-10-13 09:59:00,2025-10-13 19:08:00,completed
323,54,4,7,2025-11-19,2025-11-19,2025-11-19 08:03:00,2025-11-19 16:14:00,completed
324,54,4,7,2025-09-29,2025-09-29,,,missed
325,55,4,6,2025-11-23,2025-11-23,2025-11-23 15:09:00,2025-11-23 21:54:00,completed
326,55,4,6,2025-10-24,2025-10-24,2025-10-24 13:06:00,2025-10-24 20:09:00,completed
327,55,4,6,2025-10-31,2025-10-31,2025-10-31 12:58:00,2025-10-31 21:11:00,completed
328,55,4,6,2025-12-30,2025-12-30,2025-12-30 15:01:00,2025-12-30 20:54:00,completed
329,55,4,6,2025-10-10,2025-10-10,,,missed
330,55,4,6,2025-11-09,2025-11-09,2025-11-09 13:06:00,2025-11-09 20:58:00,completed
331,56,4,2,2025-09-06,2025-09-06,2025-09-06 08:59:00,2025-09-06 16:07:00,completed
332,56,4,2,2025-12-20,2025-12-20,2025-12-20 10:03:00,2025-12-20 16:10:00,completed
333,56,4,2,2025-11-09,2025-11-09,2025-11-09 14:06:00,2025-11-09 22:08:00,completed
334,56,4,2,2025-08-22,2025-08-22,2025-08-22 14:00:00,2025-08-22 22:03:00,completed
335,56,4,2,2025-12-06,2025-12-06,2025-12-06 15:08:00,2025-12-06 21:02:00,completed
336,56,4,2,2025-10-04,2025-10-04,2025-10-04 09:03:00,2025-10-04 16:53:00,completed
337,57,4,4,2025-11-29,2025-11-29,2025-11-29 09:58:00,2025-11-29 16:02:00,completed
338,57,4,4,2025-10-12,2025-10-12,,,missed
339,57,4,4,2025-12-12,2025-12-12,2025-12-12 15:04:00,2025-12-12 21:08:00,completed
340,57,4,4,2025-12-30,2025-12-30,2025-12-30 15:06:00,2025-12-30 22:12:00,completed
341,57,4,4,2025-11-15,2025-11-15,2025-11-15 12:58:00,2025-11-15 19:51:00,completed
342,57,4,4,2025-12-27,2025-12-27,,,missed
343,58,4,3,2025-08-31,2025-08-31,2025-08-31 09:59:00,2025-08-31 17:11:00,completed
344,58,4,3,2025-07-13,2025-07-13,2025-07-13 10:03:00,2025-07-13 15:51:00,completed
345,58,4,3,2025-08-24,2025-08-24,,,missed
346,58,4,3,2025-11-29,2025-11-29,2025-11-29 14:08:00,2025-11-29 20:12:00,completed
347,58,4,3,2025-11-15,2025-11-15,2025-11-15 12:06:00,2025-11-15 18:15:00,completed
348,58,4,3,2025-11-02,2025-11-02,2025-11-02 12:08:00,2025-11-02 20:06:00,completed
349,59,4,4,2025-12-27,2025-12-27,,,missed
350,59,4,4,2025-09-13,2025-09-13,2025-09-13 10:04:00,2025-09-13 18:07:00,completed
351,59,4,4,2025-09-26,2025-09-26,,,missed
352,59,4,4,2025-12-14,2025-12-14,2025-12-14 11:59:00,2025-12-14 20:05:00,completed
353,59,4,4,2025-08-08,2025-08-08,2025-08-08 11:58:00,2025-08-08 20:02:00,completed
354,59,4,4,2025-12-19,2025-12-19,2025-12-19 06:55:00,2025-12-19 15:12:00,completed
355,60,4,4,2025-12-07,2025-12-07,,,missed
356,60,4,4,2025-12-21,2025-12-21,,,missed
357,60,4,4,2025-11-30,2025-11-30,2025-11-30 09:59:00,2025-11-30 16:06:00,completed
358,60,4,4,2025-11-14,2025-11-14,2025-11-14 09:07:00,2025-11-14 14:55:00,completed
359,60,4,4,2025-12-28,2025-12-28,2025-12-28 11:02:00,2025-12-28 17:07:00,completed
360,60,4,4,2025-12-30,2025-12-30,2025-12-30 15:10:00,2025-12-30 20:59:00,completed
361,61,5,2,2025-10-24,2025-10-24,2025-10-24 09:05:00,2025-10-24 16:59:00,completed
362,61,5,2,2025-10-06,2025-10-06,2025-10-06 09:00:00,2025-10-06 17:02:00,completed
363,61,5,2,2025-08-29,2025-08-29,2025-08-29 09:10:00,2025-08-29 16:56:00,completed
364,61,5,2,2025-11-21,2025-11-21,2025-11-21 07:10:00,2025-11-21 14:50:00,completed
365,61,5,2,2025-09-18,2025-09-18,2025-09-18 08:07:00,2025-09-18 17:01:00,completed
366,61,5,2,2025-09-22,2025-09-22,2025-09-22 09:00:00,2025-09-22 18:07:00,completed
367,62,5,2,2025-12-29,2025-12-29,2025-12-29 07:56:00,2025-12-29 15:54:00,completed
368,62,5,2,2025-09-02,2025-09-02,2025-09-02 09:56:00,2025-09-02 18:55:00,completed
369,62,5,2,2025-07-30,2025-07-30,,,missed
370,62,5,2,2025-10-16,2025-10-16,2025-10-16 09:10:00,2025-10-16 17:15:00,completed
371,62,5,2,2025-12-01,2025-12-01,2025-12-01 08:07:00,2025-12-01 17:06:00,completed
372,62,5,2,2025-12-10,2025-12-10,2025-12-10 09:58:00,2025-12-10 18:15:00,completed
373,63,5,5,2025-08-28,2025-08-28,2025-08-28 07:04:00,2025-08-28 16:05:00,completed
374,63,5,5,2025-09-22,2025-09-22,2025-09-22 06:59:00,2025-09-22 16:13:00,completed
375,63,5,5,2025-12-24,2025-12-24,2025-12-24 07:58:00,2025-12-24 15:58:00,completed
376,63,5,5,2025-11-13,2025-11-13,2025-11-13 07:58:00,2025-11-13 17:12:00,completed
377,63,5,5,2025-10-24,2025-10-24,,,missed
378,63,5,5,2025-12-31,2025-12-31,2025-12-31 08:07:00,2025-12-31 15:51:00,completed
379,64,5,1,2025-11-07,2025-11-07,2025-11-07 09:08:00,2025-11-07 17:05:00,completed
380,64,5,1,2025-10-21,2025-10-21,2025-10-21 07:04:00,2025-10-21 15:53:00,completed
381,64,5,1,2025-12-15,2025-12-15,2025-12-15 09:06:00,2025-12-15 18:12:00,completed
382,64,5,1,2025-09-22,2025-09-22,2025-09-22 09:56:00,2025-09-22 17:55:00,completed
383,64,5,1,2025-12-25,2025-12-25,2025-12-25 07:05:00,2025-12-25 14:56:00,completed
384,64,5,1,2025-09-11,2025-09-11,2025-09-11 08:58:00,2025-09-11 18:03:00,completed
385,65,5,6,2025-09-22,2025-09-22,2025-09-22 09:06:00,2025-09-22 17:57:00,completed
386,65,5,6,2025-10-13,2025-10-13,2025-10-13 08:57:00,2025-10-13 16:53:00,completed
387,65,5,6,2025-12-01,2025-12-01,2025-12-01 08:01:00,2025-12-01 15:56:00,completed
388,65,5,6,2025-11-07,2025-11-07,2025-11-07 10:05:00,2025-11-07 17:59:00,completed
389,65,5,6,2025-10-28,2025-10-28,2025-10-28 09:59:00,2025-10-28 17:51:00,completed
390,65,5,6,2025-09-17,2025-09-17,2025-09-17 08:03:00,2025-09-17 16:14:00,completed
391,66,5,2,2025-11-27,2025-11-27,2025-11-27 06:59:00,2025-11-27 14:59:00,completed
392,66,5,2,2025-12-29,2025-12-29,2025-12-29 07:01:00,2025-12-29 15:13:00,completed
393,66,5,2,2025-10-30,2025-10-30,2025-10-30 09:57:00,2025-10-30 18:55:00,completed
394,66,5,2,2025-11-20,2025-11-20,2025-11-20 10:07:00,2025-11-20 19:02:00,completed
395,66,5,2,2025-12-26,2025-12-26,2025-12-26 09:00:00,2025-12-26 17:08:00,completed
396,66,5,2,2025-09-19,2025-09-19,2025-09-19 08:09:00,2025-09-19 16:06:00,completed
397,67,5,3,2025-12-31,2025-12-31,2025-12-31 06:59:00,2025-12-31 14:58:00,completed
398,67,5,3,2025-11-05,2025-11-05,2025-11-05 07:56:00,2025-11-05 17:10:00,completed
399,67,5,3,2025-10-10,2025-10-10,2025-10-10 07:55:00,2025-10-10 16:10:00,completed
400,67,5,3,2025-12-08,2025-12-08,2025-12-08 09:03:00,2025-12-08 18:13:00,completed
401,67,5,3,2025-09-30,2025-09-30,2025-09-30 08:04:00,2025-09-30 17:00:00,completed
402,67,5,3,2025-12-16,2025-12-16,2025-12-16 07:02:00,2025-12-16 15:13:00,completed
403,68,5,7,2025-11-24,2025-11-24,2025-11-24 08:03:00,2025-11-24 16:56:00,completed
404,68,5,7,2025-11-13,2025-11-13,2025-11-13 10:08:00,2025-11-13 18:01:00,completed
405,68,5,7,2025-12-31,2025-12-31,2025-12-31 08:00:00,2025-12-31 17:04:00,completed
406,68,5,7,2025-10-30,2025-10-30,2025-10-30 08:10:00,2025-10-30 16:13:00,completed
407,68,5,7,2025-12-19,2025-12-19,2025-12-19 08:00:00,2025-12-19 16:55:00,completed
408,68,5,7,2025-12-05,2025-12-05,2025-12-05 09:57:00,2025-12-05 18:03:00,completed
409,69,5,4,2025-10-27,2025-10-27,2025-10-27 06:56:00,2025-10-27 14:54:00,completed
410,69,5,4,2025-11-28,2025-11-28,2025-11-28 07:55:00,2025-11-28 16:15:00,completed
411,69,5,4,2025-12-15,2025-12-15,2025-12-15 07:05:00,2025-12-15 15:12:00,completed
412,69,5,4,2025-11-20,2025-11-20,2025-11-20 07:09:00,2025-11-20 14:55:00,completed
413,69,5,4,2025-10-16,2025-10-16,2025-10-16 09:02:00,2025-10-16 17:51:00,completed
414,69,5,4,2025-10-20,2025-10-20,2025-10-20 08:56:00,2025-10-20 16:53:00,completed
415,70,5,6,2025-12-12,2025-12-12,2025-12-12 08:02:00,2025-12-12 15:11:00,completed
416,70,5,6,2025-10-17,2025-10-17,2025-10-17 11:58:00,2025-10-17 20:05:00,completed
417,70,5,6,2025-09-05,2025-09-05,2025-09-05 08:04:00,2025-09-05 14:01:00,completed
418,70,5,6,2025-12-05,2025-12-05,2025-12-05 07:06:00,2025-12-05 14:52:00,completed
419,70,5,6,2025-11-15,2025-11-15,2025-11-15 09:08:00,2025-11-15 17:06:00,completed
420,70,5,6,2025-09-13,2025-09-13,2025-09-13 11:08:00,2025-09-13 18:54:00,completed
421,71,5,4,2025-10-25,2025-10-25,2025-10-25 14:59:00,2025-10-25 21:14:00,completed
422,71,5,4,2025-12-31,2025-12-31,2025-12-31 14:07:00,2025-12-31 20:04:00,completed
423,71,5,4,2025-11-08,2025-11-08,2025-11-08 13:58:00,2025-11-08 21:08:00,completed
424,71,5,4,2025-09-13,2025-09-13,2025-09-13 11:57:00,2025-09-13 20:00:00,completed
425,71,5,4,2025-10-19,2025-10-19,2025-10-19 10:06:00,2025-10-19 16:00:00,completed
426,71,5,4,2025-11-28,2025-11-28,2025-11-28 12:08:00,2025-11-28 19:09:00,completed
427,72,5,6,2025-12-20,2025-12-20,2025-12-20 12:02:00,2025-12-20 20:02:00,completed
428,72,5,6,2025-12-06,2025-12-06,2025-12-06 09:02:00,2025-12-06 17:12:00,completed
429,72,5,6,2025-11-02,2025-11-02,2025-11-02 09:01:00,2025-11-02 14:50:00,completed
430,72,5,6,2025-10-11,2025-10-11,2025-10-11 10:59:00,2025-10-11 18:53:00,completed
431,72,5,6,2025-12-28,2025-12-28,2025-12-28 08:59:00,2025-12-28 15:59:00,completed
432,72,5,6,2025-10-19,2025-10-19,2025-10-19 12:08:00,2025-10-19 17:57:00,completed
433,73,5,1,2025-10-05,2025-10-05,2025-10-05 11:58:00,2025-10-05 19:11:00,completed
434,73,5,1,2025-10-10,2025-10-10,2025-10-10 13:00:00,2025-10-10 18:50:00,completed
435,73,5,1,2025-08-30,2025-08-30,2025-08-30 10:02:00,2025-08-30 16:52:00,completed
436,73,5,1,2025-09-21,2025-09-21,2025-09-21 09:08:00,2025-09-21 16:54:00,completed
437,73,5,1,2025-09-12,2025-09-12,2025-09-12 14:59:00,2025-09-12 21:13:00,completed
438,73,5,1,2025-11-09,2025-11-09,,,missed
439,74,5,6,2025-11-22,2025-11-22,2025-11-22 12:55:00,2025-11-22 19:02:00,completed
440,74,5,6,2025-11-14,2025-11-14,2025-11-14 15:09:00,2025-11-14 22:07:00,completed
441,74,5,6,2025-12-19,2025-12-19,,,missed
442,74,5,6,2025-11-07,2025-11-07,2025-11-07 13:08:00,2025-11-07 19:55:00,completed
443,74,5,6,2025-12-31,2025-12-31,2025-12-31 08:59:00,2025-12-31 15:13:00,completed
444,74,5,6,2025-10-05,2025-10-05,2025-10-05 10:02:00,2025-10-05 17:02:00,completed
445,75,5,3,2025-09-28,2025-09-28,2025-09-28 15:01:00,2025-09-28 21:58:00,completed
446,75,5,3,2025-12-21,2025-12-21,2025-12-21 09:05:00,2025-12-21 14:50:00,completed
447,75,5,3,2025-09-06,2025-09-06,2025-09-06 09:58:00,2025-09-06 16:52:00,completed
448,75,5,3,2025-11-29,2025-11-29,2025-11-29 10:04:00,2025-11-29 17:56:00,completed
449,75,5,3,2025-12-05,2025-12-05,2025-12-05 12:56:00,2025-12-05 18:57:00,completed
450,75,5,3,2025-12-29,2025-12-29,,,missed
