payment_id,sale_id,payment_method,payment_amount,payment_timestamp,confirmation_code
405,405,credit_card,53.14,2025-10-06 18:59:00,iqEX9916ofsM
406,406,credit_card,31.51,2025-05-02 18:04:00,aTVY8643aKHh
407,407,credit_card,20.25,2025-08-09 18:58:00,SZuA8063xgjB
408,408,credit_card,15.23,2025-11-01 19:54:00,BKxN9448rRzW
409,409,credit_card,46.04,2025-12-07 15:58:00,ElxJ3688JEqt
410,410,debit_card,16.68,2025-11-09 18:16:00,QhVo9562CYSk
411,411,credit_card,37.61,2025-11-03 19:20:00,YvZJ1386NSRT
412,412,credit_card,26.75,2025-08-06 18:47:00,ZfjE0260MBfe
413,413,credit_card,57.45,2025-05-15 18:07:00,McUy4351zNPH
414,414,cash,25.18,2025-05-04 20:20:00,
415,415,debit_card,72.89,2025-04-27 17:37:00,OFCa4902mQZH
416,416,credit_card,48.45,2025-08-09 16:02:00,GHSo4309NkRc
417,417,cash,55.7,2025-08-05 18:30:00,
418,418,credit_card,32.4,2025-08-08 11:51:00,frXz5302wQzz
419,419,cash,22.43,2025-05-01 17:58:00,
420,420,credit_card,32.4,2025-12-20 14:12:00,VTef9380JsUJ
421,421,credit_card,40.65,2025-10-05 12:03:00,oMmD9554zKaq
422,422,debit_card,24.17,2025-07-14 12:21:00,JeGs2681vhZG
423,423,debit_card,53.93,2025-09-14 15:23:00,SCyK4894EXpW
424,424,debit_card,37.32,2025-12-02 18:50:00,bEhq5779eyOY
425,425,debit_card,55.91,2025-11-30 19:02:00,wHIa3356Sqps
426,426,credit_card,20.69,2025-07-25 18:40:00,JlEu1651wnKr
427,427,credit_card,10.84,2025-12-27 17:57:00,pVpq2373nomp
428,428,debit_card,18.28,2025-03-08 17:23:00,hfRQ9521FNaW
429,429,credit_card,29.52,2025-08-06 13:26:00,NuFK8075rFlW
430,430,credit_card,59.29,2025-08-23 12:30:00,WKid8463HZBE
431,431,debit_card,28.96,2025-09-28 14:15:00,zRXl8085DhSH
432,432,cash,17.39,2025-03-15 12:57:00,
433,433,credit_card,95.68,2025-11-21 18:32:00,RnyL7500guxN
434,434,debit_card,27.92,2025-09-01 13:04:00,prEN4284vxlF
435,435,cash,20.59,2025-05-08 19:29:00,
436,436,credit_card,26.48,2025-03-20 17:52:00,xzrC6365lKiK
437,437,credit_card,30.67,2025-06-01 18:55:00,JBym3143jZVj
438,438,credit_card,28.69,2025-11-05 16:45:00,FiOH7026IUuY
439,439,debit_card,28.24,2025-01-26 08:24:00,Kdzg7448Skdn
440,440,debit_card,54.53,2025-08-30 19:54:00,Vvqx4717xJJZ
441,441,credit_card,20.28,2025-08-23 13:32:00,hwRM4506mKKP
442,442,credit_card,30.88,2025-03-08 13:57:00,uRGF8245XVCf
443,443,credit_card,57.4,2025-08-02 11:11:00,OjkO6947ZvAO
444,444,credit_card,34.03,2025-08-29 18:43:00,fkvo9961uuPs
445,445,cash,43.71,2025-12-19 10:33:00,
446,446,credit_card,28.39,2025-01-08 18:38:00,CXxV4964LHCA
447,447,debit_card,28.43,2025-08-10 08:06:00,UpQq2202VSVf
448,448,credit_card,30.86,2025-07-14 12:00:00,geEJ3261dbXz
449,449,credit_card,52.37,2025-11-07 20:40:00,NjfP8114ytop
450,450,credit_card,76.58,2025-10-04 17:15:00,Hkbc4722QwuE
451,451,credit_card,18.6,2025-12-27 19:44:00,CiSI7848lLMD
452,452,cash,25.92,2025-04-26 15:43:00,
453,453,credit_card,19.83,2025-07-26 11:48:00,twEI9688oZfC
454,454,credit_card,46.41,2025-07-01 12:47:00,jtaa4564HWiw
455,455,credit_card,16.96,2025-05-27 16:26:00,SFWE4780taXB
456,456,cash,27.72,2025-05-16 14:06:00,
457,457,debit_card,25.58,2025-12-20 10:02:00,JxmA4930JBzp
458,458,cash,33.58,2025-12-02 10:51:00,
459,459,debit_card,8.55,2025-02-04 10:57:00,qfBO2663pHWZ
460,460,credit_card,33.02,2025-07-14 17:42:00,ZrAm9448elis
461,461,cash,15.93,2025-11-29 10:13:00,
462,462,debit_card,16.92,2025-12-18 08:14:00,rSNF1797mubj
463,463,credit_card,44.07,2025-02-01 13:39:00,gsri0802TCUa
464,464,credit_card,15.09,2025-08-16 18:35:00,FnvA3120tYZF
465,465,credit_card,38.89,2025-03-09 12:47:00,fWjd5705rXze
466,466,cash,20.95,2025-05-31 19:11:00,
467,467,debit_card,13.67,2025-11-11 13:19:00,qyah8723XTpy
468,468,credit_card,19.27,2025-11-19 16:48:00,DVXg7303HQnE
469,469,credit_card,18.79,2025-01-25 16:42:00,OUcV6452JHhq
470,470,cash,14.65,2025-08-05 17:02:00,
471,471,credit_card,13.65,2025-11-08 13:46:00,dQnh7435pOBu
472,472,credit_card,11.91,2025-10-12 10:49:00,hzYp0249acLY
473,473,debit_card,33.2,2025-09-10 13:38:00,Xfpk7925FfRN
474,474,cash,18.47,2025-09-16 16:01:00,
475,475,debit_card,31.3,2025-12-24 15:30:00,PjSI5005YgiF
476,476,credit_card,22.75,2025-10-04 14:50:00,ZCUm3585bSyw
477,477,cash,72.49,2025-12-28 17:10:00,
478,478,cash,29.22,2025-05-30 10:03:00,
479,479,debit_card,11.9,2025-03-14 19:14:00,TCJs2407ISFm
480,480,debit_card,46.44,2025-08-16 16:23:00,uUDr9285MJke
481,481,credit_card,70.26,2025-07-13 13:31:00,qIxD8274aXOG
482,482,cash,35.72,2025-09-19 08:45:00,
483,483,credit_card,26.14,2025-09-25 17:23:00,xXNp6209uUeQ
484,484,credit_card,55.53,2025-08-17 08:58:00,RFXJ8638jNsu
485,485,credit_card,34.94,2025-08-30 19:35:00,HQec6511ilcm
486,486,credit_card,35.23,2025-10-25 18:50:00,cKPy1731QFHN
487,487,credit_card,21.27,2025-12-26 12:36:00,oMTe9405anPF
488,488,cash,35.65,2025-01-22 16:05:00,
489,489,credit_card,25.55,2025-06-30 19:04:00,JVAx1705YTdN
490,490,credit_card,23.27,2025-10-21 18:18:00,tenH4801ggUo
491,491,debit_card,53.87,2025-01-01 14:33:00,HQpK8633OlJV
492,492,cash,43.42,2025-10-25 17:00:00,
493,493,debit_card,16.55,2025-05-12 18:34:00,wRDS8619QBgk
494,494,credit_card,18.98,2025-08-24 18:16:00,vQkI2868MCwu
495,495,credit_card,27.71,2025-04-22 09:50:00,WOBU8556uMpK
496,496,credit_card,27.18,2025-07-29 18:02:00,VqxC8368CzaU
497,497,credit_card,64.01,2025-04-14 18:01:00,Hita0490tonu
498,498,credit_card,96.9,2025-11-21 16:35:00,JKKj0488gcDw
499,499,cash,59.55,2025-06-13 13:23:00,
500,500,credit_card,27.27,2025-09-13 19:06:00,Lpoq2245ZtfK
501,501,credit_card,20.36,2025-07-27 10:25:00,UuYE6931lFSS
502,502,cash,11.15,2025-06-05 18:44:00,
503,503,credit_card,34.81,2025-11-11 16:48:00,cUZK9194yfXd
504,504,cash,17.59,2025-08-20 12:30:00,
505,505,cash,18.55,2025-03-24 12:23:00,
506,506,debit_card,45.38,2025-08-31 14:35:00,hXoV5566PMaO
507,507,credit_card,29.17,2025-03-17 09:38:00,cuIK6048juGS
508,508,credit_card,54.21,2025-10-06 19:17:00,CWMK3206GfoB
509,509,credit_card,49.11,2025-07-18 11:20:00,vfEK4622VdJz
510,510,credit_card,31.53,2025-09-14 17:52:00,BXSi4168WiEJ
511,511,credit_card,37.34,2025-03-23 09:15:00,mJNV3769Hppe
512,512,cash,33.56,2025-10-28 13:59:00,
513,513,debit_card,9.45,2025-07-02 15:35:00,fhQA4659Bxwm
514,514,credit_card,17.25,2025-01-05 19:32:00,Xtkw5590NZCN
515,515,credit_card,26.9,2025-09-14 13:49:00,mRxj2703WUfh
516,516,credit_card,14.23,2025-07-05 16:07:00,savS0392ZhtC
517,517,debit_card,17.7,2025-12-06 20:01:00,VInn7053IHWq
518,518,debit_card,25.63,2025-06-16 18:05:00,SSQb8792yLQH
519,519,debit_card,17.29,2025-09-04 20:05:00,smYS0420NrdD
520,520,credit_card,71.69,2025-09-02 13:31:00,QQxg0164bsPy
521,521,credit_card,33.86,2025-12-14 18:56:00,uFMI3681flmG
522,522,credit_card,39.05,2025-09-30 08:20:00,pHtv7800FzVk
523,523,credit_card,15.1,2025-09-21 16:14:00,OtpG0555rZdO
524,524,credit_card,16.11,2025-09-12 09:01:00,rojv4608zQif
525,525,credit_card,20.74,2025-04-21 09:46:00,ApKj6893BtMv
526,526,debit_card,82.63,2025-06-29 18:45:00,PiLI7823RZmi
527,527,credit_card,14.59,2025-01-15 17:38:00,XjPK4826kueJ
528,528,credit_card,20.08,2025-10-03 12:19:00,jUbW8125uAAt
529,529,cash,43.21,2025-08-17 15:49:00,
530,530,credit_card,37.25,2025-03-09 18:29:00,gilb7423WNNr
531,531,cash,18.17,2025-11-25 11:28:00,
532,532,credit_card,19.66,2025-06-20 18:01:00,MooR9993bwfS
533,533,debit_card,37.91,2025-07-02 18:59:00,ETPx7289lyFE
534,534,credit_card,42.9,2025-07-10 19:55:00,cAWa2233rAoV
535,535,cash,20.16,2025-07-27 19:57:00,
536,536,cash,34.52,2025-07-07 09:49:00,
537,537,credit_card,19.76,2025-09-23 15:02:00,CNFS3312uDpB
538,538,cash,31.35,2025-09-07 14:17:00,
539,539,credit_card,37.19,2025-08-12 19:46:00,UuzN6096VKMI
540,540,credit_card,62.02,2025-10-25 16:15:00,CDcp8081HIzV
541,541,credit_card,20.89,2025-07-01 12:01:00,WOdm0868sCzt
542,542,cash,20.48,2025-02-16 12:05:00,
543,543,debit_card,15.09,2025-12-18 15:21:00,sNdS4726HjDP
544,544,debit_card,39.78,2025-05-22 13:05:00,lXLS7181IizA
545,545,cash,28.06,2025-12-27 16:49:00,
546,546,cash,16.4,2025-02-20 18:04:00,
547,547,debit_card,86.97,2025-12-21 18:15:00,DLTm5702Dfqu
548,548,credit_card,29.08,2025-10-23 19:33:00,TCOx2111fHTy
549,549,cash,27.81,2025-04-27 18:39:00,
550,550,credit_card,20.16,2025-01-19 12:00:00,JycX8926kvKQ
551,551,credit_card,43.02,2025-02-09 12:17:00,XTdA2222ttUX
552,552,debit_card,15.14,2025-10-18 16:57:00,imaN7421WqaD
553,553,credit_card,50.21,2025-04-20 13:30:00,MFpn7780LQED
554,554,cash,14.2,2025-01-17 18:51:00,
555,555,cash,15.46,2025-05-04 12:55:00,
556,556,credit_card,10.74,2025-09-28 19:09:00,MapJ6719rNOJ
557,557,credit_card,42.57,2025-02-21 20:53:00,dPwc3022jcQK
558,558,credit_card,28.3,2025-04-15 16:06:00,dgAl9451kRsN
559,559,cash,17.44,2025-01-28 15:04:00,
560,560,cash,33.14,2025-11-24 17:07:00,
561,561,debit_card,43.85,2025-02-04 12:37:00,DVLx9982cfXt
562,562,cash,28.3,2025-01-27 18:16:00,
563,563,credit_card,46.35,2025-04-24 18:10:00,WBJe5561sEih
564,564,credit_card,10.14,2025-04-20 16:55:00,HnSn4586NdgK
565,565,credit_card,37.81,2025-04-02 17:38:00,YTsB8179MuqH
566,566,debit_card,58.89,2025-09-06 18:58:00,NKFH9952UOFF
567,567,debit_card,89.71,2025-08-18 20:53:00,mahb2934DOYh
568,568,debit_card,23.68,2025-12-19 19:52:00,cvwJ3966ZOna
569,569,debit_card,25.9,2025-03-25 18:33:00,ttGJ3441uXah
570,570,cash,24.56,2025-11-13 19:40:00,
571,571,credit_card,10.22,2025-07-13 10:48:00,Nblm5569vvRE
572,572,credit_card,42.76,2025-07-28 17:22:00,jODI7027vDYA
573,573,credit_card,19.79,2025-10-25 19:35:00,URuJ0849IbnK
574,574,credit_card,72.83,2025-10-14 19:38:00,rbvy5512OIkK
575,575,credit_card,33.61,2025-09-14 15:36:00,hYWt9629TuTc
576,576,credit_card,12.63,2025-04-27 17:39:00,pxCt4617nHtl
577,577,credit_card,57.85,2025-05-08 19:14:00,fCGb1503ZEGj
578,578,cash,21.73,2025-05-05 19:29:00,
579,579,cash,7.65,2025-05-31 17:14:00,
580,580,debit_card,24.01,2025-07-18 16:14:00,tXuj3578XgHR
581,581,credit_card,54.94,2025-09-28 13:13:00,yTHh2307atcR
582,582,credit_card,33.91,2025-12-02 14:37:00,cgHX9157QVtb
583,583,credit_card,24.13,2025-04-06 10:01:00,mmsr9435IuXC
584,584,cash,31.65,2025-11-01 12:52:00,
585,585,credit_card,38.32,2025-08-02 12:08:00,rhaN1422JGgn
586,586,credit_card,40.01,2025-06-03 11:54:00,rjTZ8585sKpk
587,587,credit_card,38.23,2025-02-12 16:04:00,ICdi1495bERd
588,588,credit_card,35.35,2025-10-18 08:30:00,BzlT1601MLOS
589,589,credit_card,41.59,2025-03-25 17:25:00,vmTW7954QZIf
590,590,cash,39.0,2025-07-30 16:34:00,
591,591,credit_card,36.07,2025-12-22 10:51:00,ZSDg7921DtRP
592,592,cash,32.91,2025-02-19 20:00:00,
593,593,cash,41.86,2025-02-12 12:28:00,
594,594,cash,32.55,2025-02-09 10:04:00,
595,595,credit_card,35.55,2025-04-23 19:21:00,jNqx7733zlSQ
596,596,credit_card,51.07,2025-07-10 14:38:00,beEh5577wEDk
597,597,credit_card,69.51,2025-11-09 11:18:00,iGgz4599TYgu
598,598,credit_card,17.06,2025-04-20 12:16:00,DzLA8148pNpJ
599,599,credit_card,27.12,2025-04-27 18:04:00,vnSL2761BYBK
600,600,debit_card,37.27,2025-10-03 19:26:00,QQeV5832TKFh
601,601,debit_card,26.57,2025-08-20 11:34:00,JgCl9975tzeM
602,602,credit_card,13.61,2025-12-08 20:07:00,FPQd1965fniL
603,603,credit_card,64.74,2025-09-08 12:10:00,IsyN0227KCmn
604,604,credit_card,26.28,2025-08-23 19:14:00,BTwf5494LaNG
605,605,credit_card,44.67,2025-10-28 17:18:00,xJda6240TJwh
606,606,credit_card,29.36,2025-12-15 19:48:00,SLzO4036uTyz
607,607,credit_card,19.41,2025-10-17 13:07:00,QlEi6683mJyx
608,608,debit_card,9.93,2025-09-08 14:53:00,iaeP6242bjUF
609,609,credit_card,63.56,2025-11-16 18:28:00,PZAD6212YSMB
610,610,debit_card,24.4,2025-01-19 11:39:00,BJCy9278wolB
611,611,debit_card,18.25,2025-09-28 15:49:00,UpTG9097rAIK
612,612,debit_card,35.13,2025-12-27 11:35:00,ETxh5009LESf
613,613,debit_card,15.83,2025-06-09 16:22:00,HfHN2847fpEO
614,614,debit_card,34.88,2025-10-19 19:35:00,NdvI1894XaED
615,615,credit_card,18.44,2025-07-26 09:10:00,AwZs8795skcS
616,616,credit_card,56.79,2025-08-01 14:14:00,dOEL9494kKdQ
617,617,debit_card,10.6,2025-09-01 11:42:00,FfiG4904eYrq
618,618,credit_card,35.81,2025-09-14 11:18:00,qaVh2944MlLV
619,619,credit_card,28.2,2025-07-02 15:09:00,qYSp2752FlZH
620,620,debit_card,19.98,2025-02-03 20:21:00,MjFW0512AXyp
621,621,credit_card,15.58,2025-05-21 19:06:00,UwdP7239qWhd
622,622,cash,23.78,2025-07-16 16:04:00,
623,623,credit_card,13.76,2025-03-26 19:18:00,tEVW2767IoyR
624,624,cash,10.31,2025-07-11 17:25:00,
625,625,credit_card,11.68,2025-06-27 09:27:00,HBas6742ZCyR
626,626,credit_card,49.75,2025-04-19 19:02:00,IOwB5801NPrv
627,627,debit_card,33.3,2025-09-02 18:11:00,PLzD4414XRVp
628,628,cash,27.89,2025-12-07 10:19:00,
629,629,credit_card,29.88,2025-02-21 15:29:00,RSlu9385JaRa
630,630,credit_card,26.46,2025-04-17 19:47:00,HgRC1061woUs
631,631,credit_card,13.85,2025-02-09 15:07:00,NfdM4300QnMO
632,632,credit_card,21.68,2025-06-22 19:17:00,iyQW1119PKZl
633,633,debit_card,34.97,2025-09-07 19:10:00,DQeO1244DrXB
634,634,debit_card,19.76,2025-11-25 17:16:00,rXdy5421yvdq
635,635,debit_card,37.58,2025-09-22 13:32:00,FmNz4271lPFg
636,636,credit_card,19.28,2025-12-31 09:53:00,NPgC2863Tqgc
637,637,debit_card,21.87,2025-03-26 18:29:00,XCbF1194jPOa
638,638,debit_card,16.33,2025-12-21 18:36:00,SvzK0642aGTX
639,639,debit_card,17.15,2025-02-02 11:59:00,UXZY7766eIoa
640,640,credit_card,32.17,2025-09-22 19:24:00,IwvR6719tzdO
641,641,cash,15.8,2025-03-30 19:28:00,
642,642,credit_card,13.46,2025-04-10 12:10:00,fDWX1585sPml
643,643,debit_card,30.39,2025-09-20 19:36:00,tSyg8063OSwF
644,644,debit_card,28.07,2025-12-02 20:03:00,cmbU1732LpFy
645,645,cash,20.53,2025-03-09 11:44:00,
646,646,credit_card,27.23,2025-11-23 14:08:00,IZCb1847cvdv
647,647,cash,12.87,2025-08-07 20:58:00,
648,648,credit_card,37.72,2025-12-30 10:53:00,ZPQH0613DRIj
649,649,credit_card,25.52,2025-05-17 15:42:00,VjFP9310bENc
650,650,cash,27.25,2025-08-29 16:44:00,
651,651,credit_card,10.71,2025-06-28 15:21:00,OdtY3202gDNk
652,652,credit_card,19.06,2025-11-19 15:42:00,FMZN9111oeZm
653,653,credit_card,29.37,2025-04-02 11:12:00,hRKI6565iuYn
654,654,credit_card,9.81,2025-06-18 11:37:00,ehrj0925WAkS
655,655,credit_card,16.54,2025-06-30 15:46:00,pLci5827gYON
656,656,cash,83.91,2025-12-19 12:13:00,
657,657,credit_card,49.58,2025-01-19 19:14:00,faal6207fTPL
658,658,credit_card,24.59,2025-09-28 20:30:00,njOr4672HCAp
659,659,debit_card,33.77,2025-05-04 20:02:00,lTFN2909fOYt
660,660,debit_card,59.28,2025-08-02 12:04:00,pmhH5608gNxW
661,661,debit_card,17.32,2025-08-16 17:46:00,XOQn8837rdmh
662,662,debit_card,17.12,2025-01-16 08:22:00,kQcd2772Pxsn
663,663,cash,34.83,2025-06-30 19:17:00,
664,664,cash,37.47,2025-11-30 20:31:00,
665,665,credit_card,18.45,2025-10-23 13:03:00,ZWDc6459gVdI
666,666,credit_card,24.1,2025-01-07 17:31:00,Ghep2207UCLL
667,667,cash,17.28,2025-09-20 15:17:00,
668,668,credit_card,22.7,2025-12-06 12:53:00,oXhu5635ogpV
669,669,credit_card,18.6,2025-12-03 12:54:00,eELF6363dBjn
670,670,debit_card,32.34,2025-06-07 15:34:00,xiDU9726mOwr
671,671,credit_card,26.81,2025-10-14 15:49:00,SKdr3520ihDD
672,672,debit_card,34.57,2025-04-24 20:55:00,sMkY6253YONk
673,673,credit_card,34.33,2025-12-28 16:44:00,AHFn9831LEDr
674,674,credit_card,28.2,2025-05-13 12:45:00,uBLo0633LjKa
675,675,debit_card,18.78,2025-04-07 11:50:00,UXGc6007BHzE
676,676,credit_card,43.65,2025-08-30 16:54:00,fJWa1773SUAn
677,677,credit_card,5.42,2025-12-25 10:14:00,PfbE2543QtkT
678,678,credit_card,17.95,2025-06-19 11:29:00,DDXi7990TzlY
679,679,credit_card,18.29,2025-07-07 17:53:00,ySvH5701csBW
680,680,credit_card,37.01,2025-03-09 18:05:00,YnYR4989fNvV
681,681,credit_card,23.39,2025-05-10 16:02:00,hyxD0850Ncxx
682,682,credit_card,55.16,2025-05-27 18:11:00,TXni2818vpIh
683,683,credit_card,20.59,2025-08-27 18:49:00,uwrG7933RBrd
684,684,cash,21.94,2025-09-04 19:44:00,
685,685,debit_card,28.38,2025-12-03 09:42:00,FGHh1557ETIR
686,686,credit_card,95.06,2025-10-08 08:41:00,xZRS8479ZemD
687,687,cash,21.32,2025-10-18 17:08:00,
688,688,credit_card,29.85,2025-04-19 19:05:00,segk1162rhSj
689,689,credit_card,37.28,2025-07-12 13:44:00,ObsA7238RIiE
690,690,credit_card,25.85,2025-05-24 11:24:00,smeb5670ZoHP
691,691,credit_card,17.17,2025-04-27 13:48:00,PPYu5695FLQS
692,692,cash,58.91,2025-02-22 16:19:00,
693,693,debit_card,25.0,2025-07-06 11:05:00,tKiY8877tkYq
694,694,cash,41.55,2025-11-11 16:59:00,
695,695,credit_card,52.85,2025-10-16 13:20:00,Xdjw3754sDkN
696,696,debit_card,73.22,2025-09-20 17:37:00,lTSQ2842Yjkp
697,697,cash,16.92,2025-11-29 09:36:00,
698,698,credit_card,31.08,2025-03-02 20:08:00,iCqx1059lnJT
699,699,credit_card,45.5,2025-03-12 19:16:00,xCIk0552Ithb
700,700,credit_card,9.61,2025-05-14 18:18:00,ujaV6727IGvP
701,701,credit_card,11.97,2025-07-02 16:31:00,QjZK4749UCvS
702,702,credit_card,54.24,2025-02-07 12:23:00,RJht1702bzNo
703,703,debit_card,21.4,2025-12-24 15:47:00,dMPm7515LHoY
704,704,debit_card,18.56,2025-09-06 16:37:00,ICRQ4301fGzm
705,705,credit_card,16.28,2025-04-06 11:08:00,GdQx7599zjTB
706,706,debit_card,23.72,2025-06-12 12:15:00,swwt5650CJfn
707,707,cash,97.04,2025-02-14 08:09:00,
708,708,cash,61.13,2025-06-17 11:29:00,
709,709,credit_card,14.69,2025-07-20 13:25:00,kZUB7674UAiL
710,710,credit_card,46.71,2025-11-23 19:04:00,tEHv9123eLWy
711,711,credit_card,21.35,2025-06-13 11:49:00,AlJD1064TKWi
712,712,debit_card,20.23,2025-04-29 15:20:00,JFct3264LtFJ
713,713,debit_card,12.72,2025-06-09 08:07:00,jqtO7300OEhP
714,714,cash,39.68,2025-07-13 17:24:00,
715,715,debit_card,60.84,2025-06-29 15:26:00,SPpb4627hWrF
716,716,credit_card,32.67,2025-12-17 16:17:00,EKBq1959ORES
717,717,cash,16.36,2025-08-31 18:03:00,
718,718,debit_card,20.45,2025-12-20 10:51:00,bqkL1589djuD
719,719,credit_card,25.72,2025-12-20 20:52:00,rxAO2520wdss
720,720,credit_card,14.4,2025-12-20 17:10:00,XOlW8183gMWk
721,721,credit_card,46.31,2025-09-01 18:15:00,rRSS8554xgIL
722,722,credit_card,39.42,2025-10-02 18:15:00,HsxX5202FAvk
723,723,credit_card,40.09,2025-10-11 20:42:00,omYJ1328NSHI
724,724,debit_card,22.89,2025-04-04 09:22:00,ehib8167EwtS
725,725,credit_card,20.15,2025-06-19 16:37:00,HWvl5279TtbV
726,726,credit_card,15.08,2025-08-15 19:43:00,Soti1322nifB
727,727,cash,87.88,2025-10-14 18:03:00,
728,728,credit_card,28.6,2025-12-07 15:56:00,WBcm1107gcYQ
729,729,cash,52.34,2025-03-31 14:37:00,
730,730,debit_card,50.27,2025-12-19 12:59:00,hqce8907tQaW
731,731,credit_card,23.45,2025-12-04 12:38:00,LmlQ1193wbfj
732,732,credit_card,16.09,2025-08-04 08:48:00,kGXU4955NpGK
733,733,credit_card,19.43,2025-09-21 09:14:00,HnTm1190skWI
734,734,cash,31.85,2025-03-02 18:09:00,
735,735,cash,37.56,2025-01-25 15:41:00,
736,736,credit_card,40.43,2025-11-04 19:25:00,TExS0138LlCR
737,737,debit_card,25.37,2025-05-22 16:06:00,BnGo1256AhWu
738,738,credit_card,35.77,2025-03-02 10:17:00,iFWx1718TsJU
739,739,cash,30.3,2025-10-23 19:24:00,
740,740,credit_card,27.73,2025-07-31 20:11:00,hysD0157MVtR
741,741,debit_card,24.13,2025-11-14 13:27:00,sBme7386ZERx
742,742,debit_card,64.05,2025-10-17 16:00:00,zCHQ2071Rfhj
743,743,credit_card,9.09,2025-10-04 16:33:00,Vkex6691mvmM
744,744,cash,17.51,2025-09-06 18:36:00,
745,745,credit_card,14.81,2025-11-23 18:59:00,UFrW6136TXLL
746,746,debit_card,58.77,2025-07-21 10:37:00,QMzF4657GrjX
747,747,debit_card,33.61,2025-03-09 15:10:00,FFoO7114ibgV
748,748,credit_card,21.15,2025-08-12 17:46:00,lyMR0170ujtN
749,749,debit_card,24.79,2025-05-02 18:04:00,XFYD9118msQF
750,750,credit_card,33.79,2025-11-09 18:07:00,vZII7848bWcB
751,751,debit_card,41.32,2025-10-11 19:54:00,yCDc1675clJQ
752,752,credit_card,21.54,2025-10-20 16:04:00,itTy4276FWhK
753,753,credit_card,20.64,2025-12-29 13:51:00,EEJk7889Gdzq
754,754,debit_card,16.91,2025-03-02 16:20:00,RwXs7969udbL
755,755,credit_card,20.32,2025-12-06 10:22:00,ZVLb0255WOvy
756,756,debit_card,52.19,2025-01-31 15:57:00,AwdQ1655pppP
757,757,credit_card,56.83,2025-05-11 14:25:00,thvk4911bIuc
758,758,credit_card,25.03,2025-03-01 15:17:00,ArbS7698ELbu
759,759,debit_card,46.21,2025-09-10 09:49:00,KgZF6965gSRn
760,760,credit_card,38.22,2025-09-25 17:55:00,kNtx5785BmFO
761,761,credit_card,17.03,2025-08-14 14:13:00,qdtK1834zZoN
762,762,credit_card,41.11,2025-01-25 18:18:00,vreK1919ZHEB
763,763,credit_card,29.65,2025-07-25 16:55:00,GZtB3514QIum
764,764,credit_card,19.53,2025-09-07 15:35:00,GDQW6649JlbO
765,765,credit_card,55.23,2025-09-27 12:46:00,nQVD8297rOIZ
766,766,credit_card,61.56,2025-09-19 17:29:00,HmxD9690jpjV
767,767,debit_card,26.57,2025-01-09 19:24:00,eOnA4665rsPk
768,768,credit_card,18.27,2025-11-27 15:32:00,phjm4936bpZt
769,769,debit_card,16.66,2025-12-05 13:12:00,BPcm7786krib
770,770,credit_card,12.67,2025-10-12 18:11:00,PcUF4482Ybdf
771,771,debit_card,46.1,2025-04-07 17:58:00,AxQQ5941fzUi
772,772,credit_card,27.36,2025-07-05 10:35:00,hHQL3198XHqF
773,773,cash,45.53,2025-11-19 16:48:00,
774,774,credit_card,20.12,2025-04-02 18:49:00,XZuv1391LVyZ
775,775,debit_card,13.81,2025-09-28 19:44:00,glnr3632CAqL
776,776,credit_card,31.44,2025-12-30 13:55:00,ShuI0785BERp
777,777,credit_card,43.25,2025-08-14 19:08:00,Txtb4257PMcV
778,778,debit_card,13.82,2025-08-13 16:36:00,ytOS0348xZRh
779,779,debit_card,20.46,2025-12-25 12:08:00,azqt8376fWpt
780,780,credit_card,45.1,2025-05-11 12:48:00,ZXPA3275Ycrf
781,781,credit_card,24.95,2025-02-03 18:48:00,TBgk7765SqGe
782,782,credit_card,29.1,2025-12-31 10:49:00,VuDS5698bWdP
783,783,credit_card,31.43,2025-11-22 19:39:00,zmOt2720uKfh
784,784,credit_card,63.45,2025-10-19 10:45:00,MRAY2382uCEV
785,785,debit_card,44.29,2025-07-04 18:46:00,uZsm2429fAxl
786,786,cash,37.03,2025-12-20 19:09:00,
787,787,credit_card,30.94,2025-07-15 17:41:00,bbJP6693NOof
788,788,credit_card,48.23,2025-06-28 16:56:00,dzNB7342Mqjf
789,789,credit_card,17.89,2025-02-23 20:41:00,aTHB5291XDRF
790,790,debit_card,35.55,2025-05-20 12:18:00,YrsV1333FyiB
791,791,credit_card,26.05,2025-11-11 19:55:00,URmA3934lAYj
792,792,credit_card,35.22,2025-01-23 18:50:00,NCpx0443LRPD
793,793,credit_card,33.96,2025-08-30 10:49:00,uSzR1072nTyT
794,794,cash,30.84,2025-12-23 20:34:00,
795,795,credit_card,24.32,2025-09-08 15:26:00,gJdd6941vpEw
796,796,cash,42.93,2025-06-21 13:11:00,
797,797,credit_card,13.42,2025-06-18 14:27:00,qGNy9900tzQx
798,798,credit_card,20.08,2025-08-21 19:35:00,lqkG2809FvDi
799,799,cash,26.32,2025-08-25 20:51:00,
800,800,debit_card,76.72,2025-06-25 12:47:00,jqhu1586ciFr
801,801,credit_card,31.08,2025-07-27 09:05:00,NWqH5644uBku
802,802,credit_card,22.52,2025-05-20 18:36:00,dmjd7287olcE
803,803,cash,18.1,2025-04-27 13:19:00,
804,804,credit_card,36.09,2025-05-25 18:50:00,hFcC4276wTJF
805,805,debit_card,26.45,2025-11-17 19:51:00,hwfn7712slkV
806,806,credit_card,52.31,2025-10-26 17:07:00,nLaH8499XKlA
807,807,credit_card,44.47,2025-08-27 16:09:00,vbsR1371Rhzx
