sale_line_id,sale_id,product_id,quantity_sold,unit_price,discount_amount,line_total
697,233,86,3,6.45,0.0,19.35
698,233,9,1,7.17,0.0,7.17
699,233,49,1,1.02,0.0,1.02
700,234,134,1,5.6,0.0,5.6
701,234,135,1,5.36,0.0,5.36
702,234,57,1,4.15,0.21,3.94
703,235,116,1,1.97,0.0,1.97
704,235,117,3,3.08,0.0,9.24
705,235,92,1,2.61,0.0,2.61
706,236,1,2,6.24,0.0,12.48
707,236,37,1,1.1,0.0,1.1
708,236,49,1,1.02,0.0,1.02
709,237,32,5,3.31,0.0,16.55
710,237,113,4,4.13,0.0,16.52
711,237,81,5,3.87,0.0,19.35
712,238,25,5,3.35,0.0,16.75
713,238,44,2,5.04,0.0,10.08
714,238,133,4,1.51,0.3,5.74
715,239,80,5,7.03,0.0,35.15
716,239,2,1,3.76,0.19,3.57
717,239,34,2,11.32,0.0,22.64
718,240,66,2,8.85,0.89,16.81
719,240,93,4,2.96,0.0,11.84
720,240,12,3,5.98,0.0,17.94
721,241,10,2,14.11,0.0,28.22
722,241,98,1,5.0,0.0,5.0
723,241,99,1,6.59,0.0,6.59
724,242,121,2,1.04,0.0,2.08
725,242,42,1,3.04,0.0,3.04
726,242,138,1,1.98,0.0,1.98
727,243,66,1,8.85,0.0,8.85
728,243,88,3,5.74,0.0,17.22
729,243,81,3,3.87,0.58,11.03
730,244,111,1,17.56,0.0,17.56
731,244,135,1,5.36,0.0,5.36
732,244,92,2,2.61,0.0,5.22
733,245,105,1,5.49,0.55,4.94
734,245,121,2,1.04,0.0,2.08
735,245,33,1,4.88,0.0,4.88
736,246,137,2,4.41,0.0,8.82
737,246,38,1,2.61,0.0,2.61
738,246,28,1,4.12,0.0,4.12
739,247,133,2,1.51,0.0,3.02
740,247,48,1,10.05,0.0,10.05
741,247,115,2,12.88,0.0,25.76
742,248,62,4,3.61,0.0,14.44
743,248,56,1,6.59,0.0,6.59
744,248,17,2,2.68,0.0,5.36
745,249,2,1,3.76,0.0,3.76
746,249,114,1,4.66,0.0,4.66
747,249,41,1,6.75,0.0,6.75
748,250,109,3,4.66,0.0,13.98
749,250,44,4,5.04,0.0,20.16
750,250,98,2,5.0,0.0,10.0
751,251,2,1,3.76,0.0,3.76
752,251,60,4,4.85,0.0,19.4
753,251,73,1,3.8,0.0,3.8
754,252,98,1,5.0,0.0,5.0
755,252,148,3,9.52,0.0,28.56
756,252,44,1,5.04,0.0,5.04
757,253,144,2,4.6,0.0,9.2
758,253,148,2,9.52,0.0,19.04
759,253,62,1,3.61,0.0,3.61
760,254,32,1,3.31,0.0,3.31
761,254,72,1,7.93,0.0,7.93
762,254,92,1,2.61,0.0,2.61
763,255,144,1,4.6,0.0,4.6
764,255,87,2,8.11,0.0,16.22
765,255,6,2,4.46,0.45,8.47
766,256,36,4,8.03,0.0,32.12
767,256,53,2,4.77,0.95,8.59
768,256,124,1,4.59,0.0,4.59
769,257,18,1,6.74,0.34,6.4
770,257,36,2,8.03,0.0,16.06
771,257,143,2,4.53,0.0,9.06
772,258,114,5,4.66,0.0,23.3
773,258,57,2,4.15,0.0,8.3
774,258,50,2,4.75,0.95,8.55
775,259,131,1,5.73,0.0,5.73
776,259,33,2,4.88,0.0,9.76
777,259,57,1,4.15,0.0,4.15
778,260,138,1,1.98,0.0,1.98
779,260,129,2,3.28,0.66,5.9
780,260,97,2,3.24,0.0,6.48
781,261,37,3,1.1,0.0,3.3
782,261,108,3,7.11,0.0,21.33
783,261,86,4,6.45,0.0,25.8
784,262,54,2,5.19,0.0,10.38
785,262,14,2,3.08,0.0,6.16
786,262,74,1,3.36,0.0,3.36
787,263,51,1,18.54,0.0,18.54
788,263,122,1,4.09,0.0,4.09
789,263,50,1,4.75,0.0,4.75
790,264,98,1,5.0,0.0,5.0
791,264,136,3,4.99,0.0,14.97
792,264,113,3,4.13,0.62,11.77
793,265,49,1,1.02,0.0,1.02
794,265,15,1,9.25,0.0,9.25
795,265,62,1,3.61,0.0,3.61
796,266,13,2,2.91,0.0,5.82
797,266,93,1,2.96,0.0,2.96
798,266,61,3,0.72,0.0,2.16
799,267,45,2,6.23,0.0,12.46
800,267,31,1,5.07,0.0,5.07
801,267,86,1,6.45,0.0,6.45
802,268,126,1,3.7,0.0,3.7
803,268,56,1,6.59,0.0,6.59
804,268,102,1,8.55,0.0,8.55
805,269,98,2,5.0,0.0,10.0
806,269,44,1,5.04,0.0,5.04
807,269,73,1,3.8,0.0,3.8
808,270,86,2,6.45,0.0,12.9
809,270,20,4,1.57,0.0,6.28
810,270,5,3,5.9,0.89,16.81
811,271,25,5,3.35,0.0,16.75
812,271,54,5,5.19,0.0,25.95
813,271,73,2,3.8,0.38,7.22
814,272,55,2,7.22,0.0,14.44
815,272,5,1,5.9,0.0,5.9
816,272,96,2,5.31,0.0,10.62
817,273,141,3,5.03,0.0,15.09
818,273,24,2,8.36,1.67,15.05
819,273,148,1,9.52,0.0,9.52
820,274,112,1,4.79,0.48,4.31
821,274,88,2,5.74,0.0,11.48
822,274,14,1,3.08,0.0,3.08
823,275,85,1,3.63,0.0,3.63
824,275,120,2,9.96,0.0,19.92
825,275,57,2,4.15,0.42,7.88
826,276,73,1,3.8,0.0,3.8
827,276,38,3,2.61,0.0,7.83
828,276,1,1,6.24,0.0,6.24
829,277,52,4,4.07,0.0,16.28
830,277,33,3,4.88,0.0,14.64
831,277,110,2,5.92,0.0,11.84
832,278,78,1,6.68,0.0,6.68
833,278,19,1,8.09,0.0,8.09
834,278,129,4,3.28,0.0,13.12
835,279,140,1,3.12,0.0,3.12
836,279,66,2,8.85,0.0,17.7
837,279,65,2,6.08,0.0,12.16
838,280,40,1,5.56,0.0,5.56
839,280,124,2,4.59,0.0,9.18
840,280,46,1,10.25,0.0,10.25
841,281,149,3,6.36,0.0,19.08
842,281,107,1,2.77,0.0,2.77
843,281,141,1,5.03,0.0,5.03
844,282,53,3,4.77,0.0,14.31
845,282,15,2,9.25,0.0,18.5
846,282,30,2,2.73,0.0,5.46
847,283,30,1,2.73,0.27,2.46
848,283,71,1,3.28,0.0,3.28
849,283,27,1,12.72,0.0,12.72
850,284,4,2,14.05,0.0,28.1
851,284,112,4,4.79,0.0,19.16
852,284,149,2,6.36,0.0,12.72
853,285,146,1,5.93,0.0,5.93
854,285,140,3,3.12,0.0,9.36
855,285,61,1,0.72,0.0,0.72
856,286,75,1,15.76,0.0,15.76
857,286,45,1,6.23,0.0,6.23
858,286,42,1,3.04,0.15,2.89
859,287,131,2,5.73,0.0,11.46
860,287,64,3,7.64,0.0,22.92
861,287,136,1,4.99,0.0,4.99
862,288,20,1,1.57,0.0,1.57
863,288,26,1,4.96,0.0,4.96
864,288,136,2,4.99,0.0,9.98
865,289,33,2,4.88,0.49,9.27
866,289,71,1,3.28,0.0,3.28
867,289,134,1,5.6,0.0,5.6
868,290,69,1,4.65,0.0,4.65
869,290,81,1,3.87,0.0,3.87
870,290,73,1,3.8,0.0,3.8
871,291,117,1,3.08,0.15,2.93
872,291,129,1,3.28,0.0,3.28
873,291,104,1,3.88,0.0,3.88
874,292,146,3,5.93,0.0,17.79
875,292,102,1,8.55,0.0,8.55
876,292,129,1,3.28,0.0,3.28
877,293,105,2,5.49,0.0,10.98
878,293,85,1,3.63,0.0,3.63
879,293,139,2,10.31,0.0,20.62
880,294,113,2,4.13,0.0,8.26
881,294,117,1,3.08,0.0,3.08
882,294,48,3,10.05,0.0,30.15
883,295,48,3,10.05,0.0,30.15
884,295,33,1,4.88,0.0,4.88
885,295,81,1,3.87,0.0,3.87
886,296,100,1,6.69,0.0,6.69
887,296,128,1,3.68,0.0,3.68
888,296,87,1,8.11,0.0,8.11
889,297,97,1,3.24,0.0,3.24
890,297,105,1,5.49,0.0,5.49
891,297,102,2,8.55,0.0,17.1
892,298,144,1,4.6,0.0,4.6
893,298,76,1,3.14,0.0,3.14
894,298,114,2,4.66,0.47,8.85
895,299,72,1,7.93,0.0,7.93
896,299,57,1,4.15,0.0,4.15
897,299,63,1,6.1,0.0,6.1
898,300,64,1,7.64,0.76,6.88
899,300,122,2,4.09,0.0,8.18
900,300,145,1,1.45,0.0,1.45
901,301,101,2,9.87,0.0,19.74
902,301,129,1,3.28,0.0,3.28
903,301,97,3,3.24,0.0,9.72
904,302,18,1,6.74,0.0,6.74
905,302,88,3,5.74,0.0,17.22
906,302,109,2,4.66,0.0,9.32
907,303,57,1,4.15,0.0,4.15
908,303,97,2,3.24,0.0,6.48
909,303,134,3,5.6,0.0,16.8
910,304,11,2,6.23,0.0,12.46
911,304,42,2,3.04,0.0,6.08
912,304,44,3,5.04,0.0,15.12
913,305,12,3,5.98,0.0,17.94
914,305,99,1,6.59,0.0,6.59
915,305,18,1,6.74,0.0,6.74
916,306,46,1,10.25,0.0,10.25
917,306,68,1,3.01,0.0,3.01
918,306,1,1,6.24,0.0,6.24
919,307,80,3,7.03,0.0,21.09
920,307,86,3,6.45,0.0,19.35
921,307,89,4,4.57,1.83,16.45
922,308,147,1,5.77,0.0,5.77
923,308,52,1,4.07,0.0,4.07
924,308,12,3,5.98,0.0,17.94
925,309,11,2,6.23,0.0,12.46
926,309,57,1,4.15,0.21,3.94
927,309,74,2,3.36,0.0,6.72
928,310,125,1,3.47,0.35,3.12
929,310,134,1,5.6,0.0,5.6
930,310,69,3,4.65,0.7,13.25
931,311,114,1,4.66,0.47,4.19
932,311,141,2,5.03,0.5,9.56
933,311,25,2,3.35,0.0,6.7
934,312,86,2,6.45,0.0,12.9
935,312,78,1,6.68,0.0,6.68
936,312,90,1,5.2,0.0,5.2
937,313,69,1,4.65,0.0,4.65
938,313,129,2,3.28,0.33,6.23
939,313,121,1,1.04,0.0,1.04
940,314,148,1,9.52,0.48,9.04
941,314,122,3,4.09,0.0,12.27
942,314,77,2,6.44,0.0,12.88
943,315,30,3,2.73,0.41,7.78
944,315,14,1,3.08,0.0,3.08
945,315,12,3,5.98,0.0,17.94
946,316,104,1,3.88,0.0,3.88
947,316,114,2,4.66,0.0,9.32
948,316,24,4,8.36,0.0,33.44
949,317,133,1,1.51,0.0,1.51
950,317,114,3,4.66,0.0,13.98
951,317,150,2,5.23,0.52,9.94
952,318,126,1,3.7,0.0,3.7
953,318,30,4,2.73,0.0,10.92
954,318,33,2,4.88,0.0,9.76
955,319,136,3,4.99,0.0,14.97
956,319,41,3,6.75,0.0,20.25
957,319,115,2,12.88,0.0,25.76
958,320,107,1,2.77,0.0,2.77
959,320,21,1,5.04,0.25,4.79
960,320,82,2,8.4,0.0,16.8
961,321,126,1,3.7,0.0,3.7
962,321,1,1,6.24,0.0,6.24
963,321,101,3,9.87,0.0,29.61
964,322,87,1,8.11,0.0,8.11
965,322,42,1,3.04,0.0,3.04
966,322,93,3,2.96,0.89,7.99
967,323,80,1,7.03,0.0,7.03
968,323,100,3,6.69,0.0,20.07
969,323,146,1,5.93,0.0,5.93
970,324,130,2,11.16,0.0,22.32
971,324,145,1,1.45,0.0,1.45
972,324,20,1,1.57,0.0,1.57
973,325,66,2,8.85,0.89,16.81
974,325,45,1,6.23,0.0,6.23
975,325,140,1,3.12,0.0,3.12
976,326,68,4,3.01,0.6,11.44
977,326,126,1,3.7,0.37,3.33
978,326,74,5,3.36,1.68,15.12
979,327,147,2,5.77,0.0,11.54
980,327,39,2,6.98,0.0,13.96
981,327,62,3,3.61,0.0,10.83
982,328,1,2,6.24,0.0,12.48
983,328,88,3,5.74,0.0,17.22
984,328,5,2,5.9,1.18,10.62
985,329,108,2,7.11,0.0,14.22
986,329,121,2,1.04,0.0,2.08
987,329,134,3,5.6,0.0,16.8
988,330,102,1,8.55,0.86,7.69
989,330,129,3,3.28,0.98,8.86
990,330,62,4,3.61,0.0,14.44
991,331,37,1,1.1,0.0,1.1
992,331,109,1,4.66,0.0,4.66
993,331,110,1,5.92,0.0,5.92
994,332,119,2,3.58,0.0,7.16
995,332,36,3,8.03,0.0,24.09
996,332,2,1,3.76,0.0,3.76
997,333,43,1,6.63,0.0,6.63
998,333,25,1,3.35,0.0,3.35
999,333,30,1,2.73,0.0,2.73
1000,334,65,1,6.08,0.61,5.47
1001,334,92,2,2.61,0.0,5.22
1002,334,38,1,2.61,0.0,2.61
1003,335,117,1,3.08,0.0,3.08
1004,335,141,3,5.03,0.0,15.09
1005,335,30,1,2.73,0.0,2.73
1006,336,24,1,8.36,0.0,8.36
1007,336,81,1,3.87,0.0,3.87
1008,336,138,2,1.98,0.0,3.96
1009,337,47,1,5.41,0.0,5.41
1010,337,114,1,4.66,0.0,4.66
1011,337,125,1,3.47,0.0,3.47
1012,338,77,2,6.44,0.0,12.88
1013,338,38,1,2.61,0.0,2.61
1014,338,125,1,3.47,0.0,3.47
1015,339,93,3,2.96,0.89,7.99
1016,339,40,1,5.56,0.0,5.56
1017,339,73,2,3.8,0.0,7.6
1018,340,80,1,7.03,0.0,7.03
1019,340,30,2,2.73,0.55,4.91
1020,340,127,2,7.2,0.0,14.4
1021,341,26,1,4.96,0.0,4.96
1022,341,76,3,3.14,0.0,9.42
1023,341,110,2,5.92,0.0,11.84
1024,342,52,4,4.07,0.0,16.28
1025,342,90,1,5.2,0.52,4.68
1026,342,100,1,6.69,0.33,6.36
1027,343,54,2,5.19,0.0,10.38
1028,343,104,3,3.88,0.0,11.64
1029,343,32,1,3.31,0.0,3.31
1030,344,80,1,7.03,0.0,7.03
1031,344,108,5,7.11,0.0,35.55
1032,344,27,2,12.72,2.54,22.9
1033,345,105,2,5.49,0.0,10.98
1034,345,30,1,2.73,0.0,2.73
1035,345,102,1,8.55,0.0,8.55
1036,346,102,1,8.55,0.86,7.69
1037,346,99,2,6.59,0.0,13.18
1038,346,32,3,3.31,0.0,9.93
1039,347,100,2,6.69,1.34,12.04
1040,347,133,2,1.51,0.0,3.02
1041,347,149,1,6.36,0.0,6.36
1042,348,129,1,3.28,0.16,3.12
1043,348,126,1,3.7,0.0,3.7
1044,348,6,2,4.46,0.45,8.47
1045,349,50,2,4.75,0.0,9.5
1046,349,131,1,5.73,0.0,5.73
1047,349,77,1,6.44,0.32,6.12
1048,350,4,3,14.05,2.11,40.04
1049,350,27,1,12.72,0.0,12.72
1050,350,129,1,3.28,0.0,3.28
1051,351,142,2,18.25,0.0,36.5
1052,351,68,1,3.01,0.0,3.01
1053,351,63,2,6.1,0.0,12.2
1054,352,37,2,1.1,0.0,2.2
1055,352,28,2,4.12,0.0,8.24
1056,352,30,1,2.73,0.0,2.73
1057,353,114,1,4.66,0.0,4.66
1058,353,134,1,5.6,0.0,5.6
1059,353,62,1,3.61,0.0,3.61
1060,354,110,2,5.92,0.0,11.84
1061,354,4,2,14.05,0.0,28.1
1062,354,57,1,4.15,0.0,4.15
1063,355,54,4,5.19,0.0,20.76
1064,355,9,2,7.17,0.0,14.34
1065,355,53,2,4.77,0.0,9.54
1066,356,36,1,8.03,0.0,8.03
1067,356,138,2,1.98,0.0,3.96
1068,356,105,1,5.49,0.0,5.49
1069,357,83,2,6.1,0.0,12.2
1070,357,89,2,4.57,0.91,8.23
1071,357,56,2,6.59,0.0,13.18
1072,358,129,1,3.28,0.16,3.12
1073,358,105,3,5.49,0.0,16.47
1074,358,7,1,4.26,0.0,4.26
1075,359,57,1,4.15,0.21,3.94
1076,359,78,1,6.68,0.67,6.01
1077,359,30,2,2.73,0.0,5.46
1078,360,62,1,3.61,0.0,3.61
1079,360,16,1,8.85,0.0,8.85
1080,360,6,2,4.46,0.0,8.92
1081,361,1,3,6.24,0.0,18.72
1082,361,2,1,3.76,0.0,3.76
1083,361,49,3,1.02,0.0,3.06
1084,362,140,1,3.12,0.0,3.12
1085,362,114,3,4.66,0.0,13.98
1086,362,90,2,5.2,0.0,10.4
1087,363,76,2,3.14,0.31,5.97
1088,363,25,2,3.35,0.0,6.7
1089,363,60,1,4.85,0.0,4.85
1090,364,145,1,1.45,0.0,1.45
1091,364,42,1,3.04,0.0,3.04
1092,364,121,1,1.04,0.0,1.04
1093,365,37,3,1.1,0.0,3.3
1094,365,134,3,5.6,0.0,16.8
1095,365,104,3,3.88,0.0,11.64
1096,366,57,1,4.15,0.0,4.15
1097,366,104,2,3.88,0.0,7.76
1098,366,78,1,6.68,0.67,6.01
1099,367,31,2,5.07,0.51,9.63
1100,367,140,2,3.12,0.31,5.93
1101,367,51,2,18.54,0.0,37.08
1102,368,6,2,4.46,0.0,8.92
1103,368,37,1,1.1,0.0,1.1
1104,368,150,1,5.23,0.0,5.23
1105,369,12,1,5.98,0.0,5.98
1106,369,125,4,3.47,1.39,12.49
1107,369,80,2,7.03,0.0,14.06
1108,370,129,4,3.28,0.0,13.12
1109,370,33,5,4.88,0.0,24.4
1110,370,37,1,1.1,0.0,1.1
1111,371,54,2,5.19,0.0,10.38
1112,371,1,2,6.24,0.0,12.48
1113,371,112,2,4.79,0.0,9.58
1114,372,86,1,6.45,0.0,6.45
1115,372,57,5,4.15,2.08,18.67
1116,372,43,2,6.63,0.0,13.26
1117,373,149,4,6.36,0.0,25.44
1118,373,145,3,1.45,0.0,4.35
1119,373,105,1,5.49,0.0,5.49
1120,374,97,2,3.24,0.0,6.48
1121,374,76,1,3.14,0.0,3.14
1122,374,78,1,6.68,0.33,6.35
1123,375,13,3,2.91,0.44,8.29
1124,375,128,4,3.68,0.74,13.98
1125,375,76,2,3.14,0.31,5.97
1126,376,115,1,12.88,0.0,12.88
1127,376,18,2,6.74,0.0,13.48
1128,376,109,3,4.66,0.0,13.98
1129,377,48,2,10.05,0.0,20.1
1130,377,144,3,4.6,0.0,13.8
1131,377,139,2,10.31,0.0,20.62
1132,378,6,2,4.46,0.0,8.92
1133,378,126,2,3.7,0.0,7.4
1134,378,127,2,7.2,0.0,14.4
1135,379,6,1,4.46,0.0,4.46
1136,379,93,1,2.96,0.0,2.96
1137,379,144,2,4.6,0.0,9.2
1138,380,133,3,1.51,0.0,4.53
1139,380,17,2,2.68,0.0,5.36
1140,380,14,2,3.08,0.0,6.16
1141,381,56,1,6.59,0.0,6.59
1142,381,91,2,7.23,0.0,14.46
1143,381,5,3,5.9,0.0,17.7
1144,382,54,1,5.19,0.0,5.19
1145,382,30,1,2.73,0.0,2.73
1146,382,9,1,7.17,0.0,7.17
1147,383,102,2,8.55,1.71,15.39
1148,383,96,1,5.31,0.0,5.31
1149,383,92,2,2.61,0.0,5.22
1150,384,27,1,12.72,0.0,12.72
1151,384,68,2,3.01,0.0,6.02
1152,384,80,1,7.03,0.0,7.03
1153,385,10,2,14.11,2.82,25.4
1154,385,74,2,3.36,0.0,6.72
1155,385,7,2,4.26,0.0,8.52
1156,386,102,2,8.55,1.71,15.39
1157,386,77,3,6.44,0.0,19.32
1158,386,150,1,5.23,0.0,5.23
1159,387,122,5,4.09,0.0,20.45
1160,387,16,3,8.85,0.0,26.55
1161,387,148,3,9.52,2.86,25.7
1162,388,125,1,3.47,0.0,3.47
1163,388,87,1,8.11,0.0,8.11
1164,388,138,1,1.98,0.0,1.98
1165,389,9,1,7.17,0.72,6.45
1166,389,45,2,6.23,0.0,12.46
1167,389,125,2,3.47,0.0,6.94
1168,390,108,2,7.11,0.0,14.22
1169,390,129,1,3.28,0.0,3.28
1170,390,13,3,2.91,0.0,8.73
1171,391,25,4,3.35,0.0,13.4
1172,391,150,4,5.23,2.09,18.83
1173,391,26,1,4.96,0.0,4.96
1174,392,84,3,7.38,0.0,22.14
1175,392,61,1,0.72,0.0,0.72
1176,392,33,1,4.88,0.0,4.88
1177,393,93,1,2.96,0.0,2.96
1178,393,117,3,3.08,0.0,9.24
1179,393,78,1,6.68,0.0,6.68
1180,394,90,1,5.2,0.0,5.2
1181,394,20,2,1.57,0.0,3.14
1182,394,138,2,1.98,0.0,3.96
1183,395,9,1,7.17,0.0,7.17
1184,395,76,1,3.14,0.0,3.14
1185,395,66,4,8.85,3.54,31.86
1186,396,40,1,5.56,0.0,5.56
1187,396,62,1,3.61,0.0,3.61
1188,396,56,1,6.59,0.0,6.59
1189,397,124,1,4.59,0.0,4.59
1190,397,5,1,5.9,0.0,5.9
1191,397,19,1,8.09,0.0,8.09
1192,398,76,1,3.14,0.16,2.98
1193,398,12,1,5.98,0.0,5.98
1194,398,117,1,3.08,0.0,3.08
1195,399,103,1,3.2,0.0,3.2
1196,399,61,2,0.72,0.0,1.44
1197,399,2,4,3.76,1.5,13.54
1198,400,27,2,12.72,0.0,25.44
1199,400,30,1,2.73,0.0,2.73
1200,400,1,4,6.24,0.0,24.96
1201,401,21,1,5.04,0.5,4.54
1202,401,61,2,0.72,0.0,1.44
1203,401,49,2,1.02,0.0,2.04
1204,402,63,1,6.1,0.0,6.1
1205,402,88,2,5.74,0.0,11.48
1206,402,124,1,4.59,0.46,4.13
1207,403,67,1,5.57,0.0,5.57
1208,403,25,1,3.35,0.0,3.35
1209,403,138,2,1.98,0.4,3.56
1210,404,26,2,4.96,0.0,9.92
1211,404,80,2,7.03,0.0,14.06
1212,404,114,1,4.66,0.0,4.66
1213,405,1,3,6.24,0.0,18.72
1214,405,21,4,5.04,1.01,19.15
1215,405,81,3,3.87,0.58,11.03
1216,406,43,1,6.63,0.0,6.63
1217,406,23,2,8.47,0.0,16.94
1218,406,30,2,2.73,0.0,5.46
1219,407,141,1,5.03,0.0,5.03
1220,407,64,1,7.64,0.0,7.64
1221,407,146,1,5.93,0.0,5.93
1222,408,98,1,5.0,0.0,5.0
1223,408,135,1,5.36,0.0,5.36
1224,408,85,1,3.63,0.0,3.63
1225,409,134,1,5.6,0.0,5.6
1226,409,82,2,8.4,0.0,16.8
1227,409,21,4,5.04,0.0,20.16
1228,410,25,1,3.35,0.0,3.35
1229,410,14,3,3.08,0.0,9.24
1230,410,30,1,2.73,0.0,2.73
1231,411,129,1,3.28,0.0,3.28
1232,411,149,3,6.36,0.0,19.08
1233,411,45,2,6.23,0.0,12.46
1234,412,109,4,4.66,0.93,17.71
1235,412,128,1,3.68,0.18,3.5
1236,412,74,1,3.36,0.0,3.36
1237,413,61,2,0.72,0.0,1.44
1238,413,85,2,3.63,0.0,7.26
1239,413,66,5,8.85,0.0,44.25
1240,414,42,2,3.04,0.0,6.08
1241,414,78,2,6.68,0.0,13.36
1242,414,52,1,4.07,0.2,3.87
1243,415,136,1,4.99,0.25,4.74
1244,415,9,5,7.17,0.0,35.85
1245,415,56,4,6.59,0.0,26.36
1246,416,54,3,5.19,0.0,15.57
1247,416,118,2,14.15,0.0,28.3
1248,416,61,1,0.72,0.0,0.72
1249,417,78,1,6.68,0.0,6.68
1250,417,115,2,12.88,0.0,25.76
1251,417,1,3,6.24,0.0,18.72
1252,418,124,5,4.59,0.0,22.95
1253,418,140,1,3.12,0.0,3.12
1254,418,81,1,3.87,0.0,3.87
1255,419,39,1,6.98,0.0,6.98
1256,419,54,2,5.19,0.0,10.38
1257,419,97,1,3.24,0.0,3.24
1258,420,114,2,4.66,0.0,9.32
1259,420,112,3,4.79,0.0,14.37
1260,420,18,1,6.74,0.67,6.07
1261,421,102,2,8.55,0.0,17.1
1262,421,126,3,3.7,0.0,11.1
1263,421,89,2,4.57,0.0,9.14
1264,422,54,2,5.19,0.0,10.38
1265,422,30,2,2.73,0.27,5.19
1266,422,74,2,3.36,0.0,6.72
1267,423,3,1,34.33,0.0,34.33
1268,423,66,1,8.85,0.89,7.96
1269,423,2,2,3.76,0.0,7.52
1270,424,149,2,6.36,0.0,12.72
1271,424,26,3,4.96,0.0,14.88
1272,424,78,1,6.68,0.0,6.68
1273,425,110,3,5.92,0.0,17.76
1274,425,45,3,6.23,0.0,18.69
1275,425,141,3,5.03,0.0,15.09
1276,426,124,1,4.59,0.0,4.59
1277,426,26,2,4.96,0.0,9.92
1278,426,136,1,4.99,0.5,4.49
1279,427,140,1,3.12,0.0,3.12
1280,427,2,1,3.76,0.0,3.76
1281,427,14,1,3.08,0.0,3.08
1282,428,102,1,8.55,0.43,8.12
1283,428,21,1,5.04,0.0,5.04
1284,428,85,1,3.63,0.0,3.63
1285,429,13,1,2.91,0.0,2.91
1286,429,33,2,4.88,0.0,9.76
1287,429,62,4,3.61,0.0,14.44
1288,430,51,2,18.54,0.0,37.08
1289,430,8,1,14.34,0.0,14.34
1290,430,42,1,3.04,0.0,3.04
1291,431,145,1,1.45,0.0,1.45
1292,431,48,2,10.05,0.0,20.1
1293,431,150,1,5.23,0.0,5.23
1294,432,57,1,4.15,0.0,4.15
1295,432,80,1,7.03,0.0,7.03
1296,432,112,1,4.79,0.0,4.79
1297,433,98,1,5.0,0.0,5.0
1298,433,108,2,7.11,0.0,14.22
1299,433,3,2,34.33,0.0,68.66
1300,434,85,1,3.63,0.0,3.63
1301,434,56,2,6.59,0.0,13.18
1302,434,69,2,4.65,0.47,8.83
1303,435,92,1,2.61,0.0,2.61
1304,435,6,1,4.46,0.0,4.46
1305,435,110,2,5.92,0.0,11.84
1306,436,129,1,3.28,0.0,3.28
1307,436,110,2,5.92,0.0,11.84
1308,436,59,2,4.6,0.0,9.2
1309,437,45,3,6.23,0.0,18.69
1310,437,136,1,4.99,0.0,4.99
1311,437,53,1,4.77,0.0,4.77
1312,438,101,1,9.87,0.0,9.87
1313,438,39,1,6.98,0.0,6.98
1314,438,50,2,4.75,0.0,9.5
1315,439,114,3,4.66,0.0,13.98
1316,439,18,1,6.74,0.0,6.74
1317,439,38,2,2.61,0.0,5.22
1318,440,68,1,3.01,0.3,2.71
1319,440,118,2,14.15,0.0,28.3
1320,440,86,3,6.45,0.0,19.35
1321,441,114,2,4.66,0.47,8.85
1322,441,124,1,4.59,0.0,4.59
1323,441,54,1,5.19,0.0,5.19
1324,442,92,2,2.61,0.0,5.22
1325,442,120,1,9.96,0.0,9.96
1326,442,56,2,6.59,0.0,13.18
1327,443,21,2,5.04,0.0,10.08
1328,443,40,2,5.56,0.0,11.12
1329,443,75,2,15.76,0.0,31.52
1330,444,57,1,4.15,0.0,4.15
1331,444,139,1,10.31,0.0,10.31
1332,444,134,3,5.6,0.0,16.8
1333,445,97,2,3.24,0.0,6.48
1334,445,8,2,14.34,0.0,28.68
1335,445,136,1,4.99,0.0,4.99
1336,446,45,2,6.23,0.62,11.84
1337,446,40,2,5.56,0.56,10.56
1338,446,128,1,3.68,0.0,3.68
1339,447,65,2,6.08,0.0,12.16
1340,447,105,2,5.49,0.0,10.98
1341,447,49,3,1.02,0.0,3.06
1342,448,28,3,4.12,0.0,12.36
1343,448,97,2,3.24,0.0,6.48
1344,448,50,2,4.75,0.0,9.5
1345,449,18,3,6.74,0.0,20.22
1346,449,109,4,4.66,0.0,18.64
1347,449,117,3,3.08,0.0,9.24
1348,450,8,3,14.34,0.0,43.02
1349,450,43,2,6.63,0.0,13.26
1350,450,80,2,7.03,0.0,14.06
1351,451,93,2,2.96,0.0,5.92
1352,451,135,1,5.36,0.0,5.36
1353,451,145,4,1.45,0.0,5.8
1354,452,102,1,8.55,0.43,8.12
1355,452,116,3,1.97,0.0,5.91
1356,452,25,3,3.35,0.0,10.05
1357,453,125,1,3.47,0.17,3.3
1358,453,78,1,6.68,0.0,6.68
1359,453,89,2,4.57,0.91,8.23
1360,454,124,1,4.59,0.0,4.59
1361,454,9,3,7.17,0.0,21.51
1362,454,82,2,8.4,0.0,16.8
1363,455,136,1,4.99,0.0,4.99
1364,455,49,2,1.02,0.0,2.04
1365,455,102,1,8.55,0.0,8.55
1366,456,92,2,2.61,0.0,5.22
1367,456,72,2,7.93,0.0,15.86
1368,456,109,1,4.66,0.0,4.66
1369,457,5,1,5.9,0.0,5.9
1370,457,132,1,7.93,0.0,7.93
1371,457,33,2,4.88,0.0,9.76
1372,458,6,3,4.46,0.0,13.38
1373,458,13,1,2.91,0.0,2.91
1374,458,60,3,4.85,0.0,14.55
1375,459,50,1,4.75,0.0,4.75
