inventory_id,store_id,product_id,quantity_on_hand,reorder_level,last_updated_at,aisle_code,aisle_location_description
414,3,114,281,31,2025-12-31 18:00:00,A06,Beverages aisle
415,3,115,194,13,2025-12-31 18:00:00,A07,Personal care aisle
416,3,116,224,23,2025-12-31 18:00:00,A08,Pantry aisle
417,3,117,528,90,2025-12-31 18:00:00,A09,Snacks aisle
418,3,118,85,6,2025-12-31 18:00:00,A10,Seafood aisle
419,3,119,148,19,2025-12-31 18:00:00,A11,Household aisle
420,3,120,80,15,2025-12-31 18:00:00,A12,Deli aisle
421,3,121,58,12,2025-12-31 18:00:00,A01,Produce aisle
422,3,122,34,5,2025-12-31 18:00:00,A02,Dairy aisle
423,3,123,30,7,2025-12-31 18:00:00,A03,Meat aisle
424,3,124,144,19,2025-12-31 18:00:00,A04,Bakery aisle
425,3,125,73,14,2025-12-31 18:00:00,A05,Frozen aisle
426,3,126,377,54,2025-12-31 18:00:00,A06,Beverages aisle
427,3,127,341,37,2025-12-31 18:00:00,A07,Personal care aisle
428,3,128,436,53,2025-12-31 18:00:00,A08,Pantry aisle
429,3,129,265,49,2025-12-31 18:00:00,A09,Snacks aisle
430,3,130,73,11,2025-12-31 18:00:00,A10,Seafood aisle
431,3,131,249,27,2025-12-31 18:00:00,A11,Household aisle
432,3,132,120,15,2025-12-31 18:00:00,A12,Deli aisle
433,3,133,38,8,2025-12-31 18:00:00,A01,Produce aisle
434,3,134,54,13,2025-12-31 18:00:00,A02,Dairy aisle
435,3,135,28,5,2025-12-31 18:00:00,A03,Meat aisle
436,3,136,32,5,2025-12-31 18:00:00,A04,Bakery aisle
437,3,137,99,13,2025-12-31 18:00:00,A05,Frozen aisle
438,3,138,79,10,2025-12-31 18:00:00,A06,Beverages aisle
439,3,139,490,71,2025-12-31 18:00:00,A07,Personal care aisle
440,3,140,481,61,2025-12-31 18:00:00,A08,Pantry aisle
441,3,141,428,49,2025-12-31 18:00:00,A09,Snacks aisle
442,3,142,57,11,2025-12-31 18:00:00,A10,Seafood aisle
443,3,143,433,78,2025-12-31 18:00:00,A11,Household aisle
444,3,144,23,5,2025-12-31 18:00:00,A12,Deli aisle
445,3,145,68,13,2025-12-31 18:00:00,A01,Produce aisle
446,3,146,4,5,2025-12-31 18:00:00,A02,Dairy aisle
447,3,147,61,7,2025-12-31 18:00:00,A03,Meat aisle
448,3,148,76,9,2025-12-31 18:00:00,A04,Bakery aisle
449,3,149,113,20,2025-12-31 18:00:00,A05,Frozen aisle
450,3,150,361,42,2025-12-31 18:00:00,A06,Beverages aisle
451,4,1,95,14,2025-12-31 18:00:00,A01,Produce aisle
452,4,2,131,22,2025-12-31 18:00:00,A02,Dairy aisle
453,4,3,134,21,2025-12-31 18:00:00,A03,Meat aisle
454,4,4,96,13,2025-12-31 18:00:00,A04,Bakery aisle
455,4,5,4,5,2025-12-31 18:00:00,A05,Frozen aisle
456,4,6,198,41,2025-12-31 18:00:00,A06,Beverages aisle
457,4,7,111,18,2025-12-31 18:00:00,A07,Personal care aisle
458,4,8,92,18,2025-12-31 18:00:00,A08,Pantry aisle
459,4,9,230,41,2025-12-31 18:00:00,A09,Snacks aisle
460,4,10,180,11,2025-12-31 18:00:00,A10,Seafood aisle
461,4,11,475,52,2025-12-31 18:00:00,A11,Household aisle
462,4,12,50,9,2025-12-31 18:00:00,A12,Deli aisle
463,4,13,157,18,2025-12-31 18:00:00,A01,Produce aisle
464,4,14,171,8,2025-12-31 18:00:00,A02,Dairy aisle
465,4,15,48,6,2025-12-31 18:00:00,A03,Meat aisle
466,4,16,91,19,2025-12-31 18:00:00,A04,Bakery aisle
467,4,17,124,23,2025-12-31 18:00:00,A05,Frozen aisle
468,4,18,141,18,2025-12-31 18:00:00,A06,Beverages aisle
469,4,19,391,48,2025-12-31 18:00:00,A07,Personal care aisle
470,4,20,75,13,2025-12-31 18:00:00,A08,Pantry aisle
471,4,21,343,59,2025-12-31 18:00:00,A09,Snacks aisle
472,4,22,143,21,2025-12-31 18:00:00,A10,Seafood aisle
473,4,23,95,14,2025-12-31 18:00:00,A11,Household aisle
474,4,24,234,15,2025-12-31 18:00:00,A12,Deli aisle
475,4,25,9,6,2025-12-31 18:00:00,A01,Produce aisle
476,4,26,125,26,2025-12-31 18:00:00,A02,Dairy aisle
477,4,27,26,5,2025-12-31 18:00:00,A03,Meat aisle
478,4,28,118,19,2025-12-31 18:00:00,A04,Bakery aisle
479,4,29,133,20,2025-12-31 18:00:00,A05,Frozen aisle
480,4,30,312,64,2025-12-31 18:00:00,A06,Beverages aisle
481,4,31,454,61,2025-12-31 18:00:00,A07,Personal care aisle
482,4,32,294,43,2025-12-31 18:00:00,A08,Pantry aisle
483,4,33,177,29,2025-12-31 18:00:00,A09,Snacks aisle
484,4,34,53,8,2025-12-31 18:00:00,A10,Seafood aisle
485,4,35,333,37,2025-12-31 18:00:00,A11,Household aisle
486,4,36,98,15,2025-12-31 18:00:00,A12,Deli aisle
487,4,37,61,8,2025-12-31 18:00:00,A01,Produce aisle
488,4,38,51,7,2025-12-31 18:00:00,A02,Dairy aisle
489,4,39,108,12,2025-12-31 18:00:00,A03,Meat aisle
490,4,40,138,24,2025-12-31 18:00:00,A04,Bakery aisle
491,4,41,111,12,2025-12-31 18:00:00,A05,Frozen aisle
492,4,42,336,67,2025-12-31 18:00:00,A06,Beverages aisle
493,4,43,171,30,2025-12-31 18:00:00,A07,Personal care aisle
494,4,44,284,41,2025-12-31 18:00:00,A08,Pantry aisle
495,4,45,140,17,2025-12-31 18:00:00,A09,Snacks aisle
496,4,46,81,9,2025-12-31 18:00:00,A10,Seafood aisle
497,4,47,358,65,2025-12-31 18:00:00,A11,Household aisle
498,4,48,137,20,2025-12-31 18:00:00,A12,Deli aisle
499,4,49,0,5,2025-12-31 18:00:00,A01,Produce aisle
500,4,50,33,6,2025-12-31 18:00:00,A02,Dairy aisle
501,4,51,94,13,2025-12-31 18:00:00,A03,Meat aisle
502,4,52,156,25,2025-12-31 18:00:00,A04,Bakery aisle
503,4,53,58,13,2025-12-31 18:00:00,A05,Frozen aisle
504,4,54,103,16,2025-12-31 18:00:00,A06,Beverages aisle
505,4,55,569,67,2025-12-31 18:00:00,A07,Personal care aisle
506,4,56,136,17,2025-12-31 18:00:00,A08,Pantry aisle
507,4,57,256,46,2025-12-31 18:00:00,A09,Snacks aisle
508,4,58,41,6,2025-12-31 18:00:00,A10,Seafood aisle
509,4,59,389,30,2025-12-31 18:00:00,A11,Household aisle
510,4,60,196,22,2025-12-31 18:00:00,A12,Deli aisle
511,4,61,46,8,2025-12-31 18:00:00,A01,Produce aisle
512,4,62,32,7,2025-12-31 18:00:00,A02,Dairy aisle
513,4,63,69,13,2025-12-31 18:00:00,A03,Meat aisle
514,4,64,96,14,2025-12-31 18:00:00,A04,Bakery aisle
515,4,65,61,12,2025-12-31 18:00:00,A05,Frozen aisle
516,4,66,223,33,2025-12-31 18:00:00,A06,Beverages aisle
517,4,67,250,34,2025-12-31 18:00:00,A07,Personal care aisle
518,4,68,259,24,2025-12-31 18:00:00,A08,Pantry aisle
519,4,69,389,58,2025-12-31 18:00:00,A09,Snacks aisle
520,4,70,136,26,2025-12-31 18:00:00,A10,Seafood aisle
521,4,71,494,70,2025-12-31 18:00:00,A11,Household aisle
522,4,72,87,15,2025-12-31 18:00:00,A12,Deli aisle
523,4,73,12,5,2025-12-31 18:00:00,A01,Produce aisle
524,4,74,76,12,2025-12-31 18:00:00,A02,Dairy aisle
525,4,75,61,10,2025-12-31 18:00:00,A03,Meat aisle
526,4,76,40,9,2025-12-31 18:00:00,A04,Bakery aisle
527,4,77,89,17,2025-12-31 18:00:00,A05,Frozen aisle
528,4,78,315,45,2025-12-31 18:00:00,A06,Beverages aisle
529,4,79,232,27,2025-12-31 18:00:00,A07,Personal care aisle
530,4,80,468,57,2025-12-31 18:00:00,A08,Pantry aisle
531,4,81,69,17,2025-12-31 18:00:00,A09,Snacks aisle
532,4,82,141,25,2025-12-31 18:00:00,A10,Seafood aisle
533,4,83,151,27,2025-12-31 18:00:00,A11,Household aisle
534,4,84,48,6,2025-12-31 18:00:00,A12,Deli aisle
535,4,85,82,8,2025-12-31 18:00:00,A01,Produce aisle
536,4,86,9,5,2025-12-31 18:00:00,A02,Dairy aisle
537,4,87,103,16,2025-12-31 18:00:00,A03,Meat aisle
538,4,88,58,9,2025-12-31 18:00:00,A04,Bakery aisle
539,4,89,47,6,2025-12-31 18:00:00,A05,Frozen aisle
540,4,90,74,13,2025-12-31 18:00:00,A06,Beverages aisle
541,4,91,257,40,2025-12-31 18:00:00,A07,Personal care aisle
542,4,92,470,63,2025-12-31 18:00:00,A08,Pantry aisle
543,4,93,214,30,2025-12-31 18:00:00,A09,Snacks aisle
544,4,94,26,5,2025-12-31 18:00:00,A10,Seafood aisle
545,4,95,177,12,2025-12-31 18:00:00,A11,Household aisle
546,4,96,127,22,2025-12-31 18:00:00,A12,Deli aisle
547,4,97,108,11,2025-12-31 18:00:00,A01,Produce aisle
548,4,98,109,14,2025-12-31 18:00:00,A02,Dairy aisle
549,4,99,96,17,2025-12-31 18:00:00,A03,Meat aisle
550,4,100,69,9,2025-12-31 18:00:00,A04,Bakery aisle
551,4,101,200,14,2025-12-31 18:00:00,A05,Frozen aisle
552,4,102,213,23,2025-12-31 18:00:00,A06,Beverages aisle
553,4,103,324,47,2025-12-31 18:00:00,A07,Personal care aisle
554,4,104,254,41,2025-12-31 18:00:00,A08,Pantry aisle
555,4,105,290,50,2025-12-31 18:00:00,A09,Snacks aisle
556,4,106,38,7,2025-12-31 18:00:00,A10,Seafood aisle
557,4,107,285,36,2025-12-31 18:00:00,A11,Household aisle
558,4,108,132,20,2025-12-31 18:00:00,A12,Deli aisle
559,4,109,115,18,2025-12-31 18:00:00,A01,Produce aisle
560,4,110,54,12,2025-12-31 18:00:00,A02,Dairy aisle
561,4,111,136,18,2025-12-31 18:00:00,A03,Meat aisle
562,4,112,56,9,2025-12-31 18:00:00,A04,Bakery aisle
563,4,113,35,8,2025-12-31 18:00:00,A05,Frozen aisle
564,4,114,449,42,2025-12-31 18:00:00,A06,Beverages aisle
565,4,115,466,76,2025-12-31 18:00:00,A07,Personal care aisle
566,4,116,417,48,2025-12-31 18:00:00,A08,Pantry aisle
567,4,117,327,41,2025-12-31 18:00:00,A09,Snacks aisle
568,4,118,95,19,2025-12-31 18:00:00,A10,Seafood aisle
569,4,119,254,51,2025-12-31 18:00:00,A11,Household aisle
570,4,120,121,23,2025-12-31 18:00:00,A12,Deli aisle
571,4,121,21,5,2025-12-31 18:00:00,A01,Produce aisle
572,4,122,116,11,2025-12-31 18:00:00,A02,Dairy aisle
573,4,123,111,16,2025-12-31 18:00:00,A03,Meat aisle
574,4,124,101,9,2025-12-31 18:00:00,A04,Bakery aisle
575,4,125,102,21,2025-12-31 18:00:00,A05,Frozen aisle
576,4,126,407,37,2025-12-31 18:00:00,A06,Beverages aisle
577,4,127,329,55,2025-12-31 18:00:00,A07,Personal care aisle
578,4,128,432,74,2025-12-31 18:00:00,A08,Pantry aisle
579,4,129,389,58,2025-12-31 18:00:00,A09,Snacks aisle
580,4,130,126,20,2025-12-31 18:00:00,A10,Seafood aisle
581,4,131,189,23,2025-12-31 18:00:00,A11,Household aisle
582,4,132,79,14,2025-12-31 18:00:00,A12,Deli aisle
583,4,133,82,10,2025-12-31 18:00:00,A01,Produce aisle
584,4,134,121,9,2025-12-31 18:00:00,A02,Dairy aisle
585,4,135,86,13,2025-12-31 18:00:00,A03,Meat aisle
586,4,136,37,5,2025-12-31 18:00:00,A04,Bakery aisle
587,4,137,93,16,2025-12-31 18:00:00,A05,Frozen aisle
588,4,138,72,12,2025-12-31 18:00:00,A06,Beverages aisle
589,4,139,247,35,2025-12-31 18:00:00,A07,Personal care aisle
590,4,140,89,17,2025-12-31 18:00:00,A08,Pantry aisle
591,4,141,313,53,2025-12-31 18:00:00,A09,Snacks aisle
592,4,142,94,17,2025-12-31 18:00:00,A10,Seafood aisle
593,4,143,122,14,2025-12-31 18:00:00,A11,Household aisle
594,4,144,86,11,2025-12-31 18:00:00,A12,Deli aisle
595,4,145,55,8,2025-12-31 18:00:00,A01,Produce aisle
596,4,146,72,8,2025-12-31 18:00:00,A02,Dairy aisle
597,4,147,75,12,2025-12-31 18:00:00,A03,Meat aisle
598,4,148,49,9,2025-12-31 18:00:00,A04,Bakery aisle
599,4,149,148,22,2025-12-31 18:00:00,A05,Frozen aisle
600,4,150,419,52,2025-12-31 18:00:00,A06,Beverages aisle
601,5,1,56,9,2025-12-31 18:00:00,A01,Produce aisle
602,5,2,117,22,2025-12-31 18:00:00,A02,Dairy aisle
603,5,3,116,18,2025-12-31 18:00:00,A03,Meat aisle
604,5,4,119,13,2025-12-31 18:00:00,A04,Bakery aisle
605,5,5,91,20,2025-12-31 18:00:00,A05,Frozen aisle
606,5,6,432,65,2025-12-31 18:00:00,A06,Beverages aisle
607,5,7,411,77,2025-12-31 18:00:00,A07,Personal care aisle
608,5,8,476,54,2025-12-31 18:00:00,A08,Pantry aisle
609,5,9,291,53,2025-12-31 18:00:00,A09,Snacks aisle
610,5,10,67,10,2025-12-31 18:00:00,A10,Seafood aisle
611,5,11,236,37,2025-12-31 18:00:00,A11,Household aisle
612,5,12,19,5,2025-12-31 18:00:00,A12,Deli aisle
613,5,13,116,21,2025-12-31 18:00:00,A01,Produce aisle
614,5,14,34,5,2025-12-31 18:00:00,A02,Dairy aisle
615,5,15,68,15,2025-12-31 18:00:00,A03,Meat aisle
616,5,16,47,5,2025-12-31 18:00:00,A04,Bakery aisle
617,5,17,66,13,2025-12-31 18:00:00,A05,Frozen aisle
618,5,18,197,41,2025-12-31 18:00:00,A06,Beverages aisle
619,5,19,221,39,2025-12-31 18:00:00,A07,Personal care aisle
620,5,20,586,84,2025-12-31 18:00:00,A08,Pantry aisle
621,5,21,90,11,2025-12-31 18:00:00,A09,Snacks aisle
622,5,22,102,17,2025-12-31 18:00:00,A10,Seafood aisle
623,5,23,114,17,2025-12-31 18:00:00,A11,Household aisle
624,5,24,117,11,2025-12-31 18:00:00,A12,Deli aisle
625,5,25,98,19,2025-12-31 18:00:00,A01,Produce aisle
626,5,26,36,5,2025-12-31 18:00:00,A02,Dairy aisle
627,5,27,20,5,2025-12-31 18:00:00,A03,Meat aisle
628,5,28,14,5,2025-12-31 18:00:00,A04,Bakery aisle
629,5,29,56,10,2025-12-31 18:00:00,A05,Frozen aisle
630,5,30,304,58,2025-12-31 18:00:00,A06,Beverages aisle
631,5,31,446,80,2025-12-31 18:00:00,A07,Personal care aisle
632,5,32,72,11,2025-12-31 18:00:00,A08,Pantry aisle
633,5,33,262,43,2025-12-31 18:00:00,A09,Snacks aisle
634,5,34,97,14,2025-12-31 18:00:00,A10,Seafood aisle
635,5,35,266,41,2025-12-31 18:00:00,A11,Household aisle
636,5,36,133,24,2025-12-31 18:00:00,A12,Deli aisle
637,5,37,50,12,2025-12-31 18:00:00,A01,Produce aisle
638,5,38,113,19,2025-12-31 18:00:00,A02,Dairy aisle
639,5,39,128,23,2025-12-31 18:00:00,A03,Meat aisle
640,5,40,20,5,2025-12-31 18:00:00,A04,Bakery aisle
641,5,41,107,13,2025-12-31 18:00:00,A05,Frozen aisle
642,5,42,295,57,2025-12-31 18:00:00,A06,Beverages aisle
643,5,43,249,27,2025-12-31 18:00:00,A07,Personal care aisle
644,5,44,183,34,2025-12-31 18:00:00,A08,Pantry aisle
645,5,45,463,64,2025-12-31 18:00:00,A09,Snacks aisle
646,5,46,33,5,2025-12-31 18:00:00,A10,Seafood aisle
647,5,47,88,13,2025-12-31 18:00:00,A11,Household aisle
648,5,48,36,5,2025-12-31 18:00:00,A12,Deli aisle
649,5,49,111,10,2025-12-31 18:00:00,A01,Produce aisle
650,5,50,25,5,2025-12-31 18:00:00,A02,Dairy aisle
651,5,51,71,8,2025-12-31 18:00:00,A03,Meat aisle
652,5,52,113,16,2025-12-31 18:00:00,A04,Bakery aisle
653,5,53,57,7,2025-12-31 18:00:00,A05,Frozen aisle
654,5,54,313,36,2025-12-31 18:00:00,A06,Beverages aisle
655,5,55,292,34,2025-12-31 18:00:00,A07,Personal care aisle
656,5,56,296,38,2025-12-31 18:00:00,A08,Pantry aisle
657,5,57,112,21,2025-12-31 18:00:00,A09,Snacks aisle
658,5,58,116,5,2025-12-31 18:00:00,A10,Seafood aisle
659,5,59,205,33,2025-12-31 18:00:00,A11,Household aisle
660,5,60,196,13,2025-12-31 18:00:00,A12,Deli aisle
661,5,61,129,8,2025-12-31 18:00:00,A01,Produce aisle
662,5,62,37,6,2025-12-31 18:00:00,A02,Dairy aisle
663,5,63,40,7,2025-12-31 18:00:00,A03,Meat aisle
664,5,64,15,5,2025-12-31 18:00:00,A04,Bakery aisle
665,5,65,40,7,2025-12-31 18:00:00,A05,Frozen aisle
666,5,66,300,51,2025-12-31 18:00:00,A06,Beverages aisle
667,5,67,134,25,2025-12-31 18:00:00,A07,Personal care aisle
668,5,68,321,48,2025-12-31 18:00:00,A08,Pantry aisle
669,5,69,72,12,2025-12-31 18:00:00,A09,Snacks aisle
670,5,70,105,17,2025-12-31 18:00:00,A10,Seafood aisle
671,5,71,455,48,2025-12-31 18:00:00,A11,Household aisle
672,5,72,24,5,2025-12-31 18:00:00,A12,Deli aisle
673,5,73,73,12,2025-12-31 18:00:00,A01,Produce aisle
674,5,74,81,10,2025-12-31 18:00:00,A02,Dairy aisle
675,5,75,181,23,2025-12-31 18:00:00,A03,Meat aisle
676,5,76,29,6,2025-12-31 18:00:00,A04,Bakery aisle
677,5,77,115,15,2025-12-31 18:00:00,A05,Frozen aisle
678,5,78,232,37,2025-12-31 18:00:00,A06,Beverages aisle
679,5,79,216,26,2025-12-31 18:00:00,A07,Personal care aisle
680,5,80,357,39,2025-12-31 18:00:00,A08,Pantry aisle
681,5,81,273,34,2025-12-31 18:00:00,A09,Snacks aisle
682,5,82,168,15,2025-12-31 18:00:00,A10,Seafood aisle
683,5,83,165,26,2025-12-31 18:00:00,A11,Household aisle
684,5,84,37,6,2025-12-31 18:00:00,A12,Deli aisle
685,5,85,53,13,2025-12-31 18:00:00,A01,Produce aisle
686,5,86,110,15,2025-12-31 18:00:00,A02,Dairy aisle
687,5,87,71,14,2025-12-31 18:00:00,A03,Meat aisle
688,5,88,8,5,2025-12-31 18:00:00,A04,Bakery aisle
689,5,89,164,15,2025-12-31 18:00:00,A05,Frozen aisle
690,5,90,462,87,2025-12-31 18:00:00,A06,Beverages aisle
691,5,91,118,19,2025-12-31 18:00:00,A07,Personal care aisle
692,5,92,278,56,2025-12-31 18:00:00,A08,Pantry aisle
693,5,93,179,21,2025-12-31 18:00:00,A09,Snacks aisle
694,5,94,57,10,2025-12-31 18:00:00,A10,Seafood aisle
695,5,95,89,18,2025-12-31 18:00:00,A11,Household aisle
696,5,96,117,15,2025-12-31 18:00:00,A12,Deli aisle
697,5,97,5,5,2025-12-31 18:00:00,A01,Produce aisle
698,5,98,17,5,2025-12-31 18:00:00,A02,Dairy aisle
699,5,99,90,13,2025-12-31 18:00:00,A03,Meat aisle
700,5,100,102,18,2025-12-31 18:00:00,A04,Bakery aisle
701,5,101,110,21,2025-12-31 18:00:00,A05,Frozen aisle
702,5,102,285,41,2025-12-31 18:00:00,A06,Beverages aisle
703,5,103,439,47,2025-12-31 18:00:00,A07,Personal care aisle
704,5,104,139,30,2025-12-31 18:00:00,A08,Pantry aisle
705,5,105,365,73,2025-12-31 18:00:00,A09,Snacks aisle
706,5,106,71,13,2025-12-31 18:00:00,A10,Seafood aisle
707,5,107,279,32,2025-12-31 18:00:00,A11,Household aisle
708,5,108,26,5,2025-12-31 18:00:00,A12,Deli aisle
709,5,109,31,7,2025-12-31 18:00:00,A01,Produce aisle
710,5,110,109,23,2025-12-31 18:00:00,A02,Dairy aisle
711,5,111,33,5,2025-12-31 18:00:00,A03,Meat aisle
712,5,112,106,23,2025-12-31 18:00:00,A04,Bakery aisle
713,5,113,57,8,2025-12-31 18:00:00,A05,Frozen aisle
714,5,114,128,23,2025-12-31 18:00:00,A06,Beverages aisle
715,5,115,289,58,2025-12-31 18:00:00,A07,Personal care aisle
716,5,116,315,43,2025-12-31 18:00:00,A08,Pantry aisle
717,5,117,60,9,2025-12-31 18:00:00,A09,Snacks aisle
718,5,118,100,15,2025-12-31 18:00:00,A10,Seafood aisle
719,5,119,482,64,2025-12-31 18:00:00,A11,Household aisle
720,5,120,123,19,2025-12-31 18:00:00,A12,Deli aisle
721,5,121,73,11,2025-12-31 18:00:00,A01,Produce aisle
722,5,122,14,5,2025-12-31 18:00:00,A02,Dairy aisle
723,5,123,58,10,2025-12-31 18:00:00,A03,Meat aisle
724,5,124,94,7,2025-12-31 18:00:00,A04,Bakery aisle
725,5,125,40,7,2025-12-31 18:00:00,A05,Frozen aisle
726,5,126,337,58,2025-12-31 18:00:00,A06,Beverages aisle
727,5,127,306,48,2025-12-31 18:00:00,A07,Personal care aisle
728,5,128,131,27,2025-12-31 18:00:00,A08,Pantry aisle
729,5,129,398,60,2025-12-31 18:00:00,A09,Snacks aisle
730,5,130,149,20,2025-12-31 18:00:00,A10,Seafood aisle
731,5,131,226,45,2025-12-31 18:00:00,A11,Household aisle
732,5,132,129,18,2025-12-31 18:00:00,A12,Deli aisle
733,5,133,17,5,2025-12-31 18:00:00,A01,Produce aisle
734,5,134,62,8,2025-12-31 18:00:00,A02,Dairy aisle
735,5,135,57,11,2025-12-31 18:00:00,A03,Meat aisle
736,5,136,76,11,2025-12-31 18:00:00,A04,Bakery aisle
737,5,137,128,22,2025-12-31 18:00:00,A05,Frozen aisle
738,5,138,149,26,2025-12-31 18:00:00,A06,Beverages aisle
739,5,139,530,57,2025-12-31 18:00:00,A07,Personal care aisle
740,5,140,288,41,2025-12-31 18:00:00,A08,Pantry aisle
741,5,141,213,46,2025-12-31 18:00:00,A09,Snacks aisle
742,5,142,133,23,2025-12-31 18:00:00,A10,Seafood aisle
743,5,143,317,26,2025-12-31 18:00:00,A11,Household aisle
744,5,144,121,14,2025-12-31 18:00:00,A12,Deli aisle
745,5,145,40,7,2025-12-31 18:00:00,A01,Produce aisle
746,5,146,91,14,2025-12-31 18:00:00,A02,Dairy aisle
747,5,147,132,24,2025-12-31 18:00:00,A03,Meat aisle
748,5,148,100,15,2025-12-31 18:00:00,A04,Bakery aisle
749,5,149,81,18,2025-12-31 18:00:00,A05,Frozen aisle
750,5,150,394,43,2025-12-31 18:00:00,A06,Beverages aisle
