sale_id,store_id,customer_id,employee_id,sale_timestamp,sales_subtotal,discount_total,tax_total,points_earned,points_redeemed,total_amount
330,4,90.0,46,2025-10-10 14:41:00,32.83,1.84,2.75,30,10,33.64
331,1,,10,2025-07-23 10:07:00,11.68,0.0,1.04,0,0,12.72
332,3,20.0,41,2025-05-02 19:11:00,35.01,0.0,3.11,35,0,38.12
333,3,40.0,31,2025-12-15 20:12:00,12.71,0.0,1.13,12,0,13.84
334,4,99.0,60,2025-07-16 17:51:00,13.91,0.61,1.18,13,0,14.48
335,3,,32,2025-07-27 18:23:00,20.9,0.0,1.85,0,0,22.75
336,1,,1,2025-09-13 17:53:00,16.19,0.0,1.44,0,0,17.63
337,5,,61,2025-11-16 16:54:00,13.54,0.0,1.2,0,0,14.74
338,2,148.0,16,2025-01-19 20:57:00,18.96,0.0,1.68,18,0,20.64
339,3,171.0,41,2025-05-11 18:13:00,22.04,0.89,1.88,21,0,23.03
340,5,45.0,62,2025-10-26 20:52:00,26.89,0.55,2.34,26,0,28.68
341,1,,11,2025-12-24 20:50:00,26.22,0.0,2.33,0,0,28.55
342,1,68.0,2,2025-06-07 17:08:00,28.17,0.85,2.42,27,30,29.44
343,5,,73,2025-07-25 18:13:00,25.33,0.0,2.25,0,0,27.58
344,3,80.0,43,2025-09-14 18:06:00,68.02,2.54,5.81,65,30,70.99
345,4,104.0,57,2025-09-21 12:29:00,22.26,0.0,1.98,22,0,24.24
346,1,,10,2025-11-25 18:02:00,31.66,0.86,2.73,0,0,33.53
347,3,188.0,43,2025-11-30 10:48:00,22.76,1.34,1.9,21,0,23.32
348,2,,26,2025-07-16 10:55:00,15.9,0.61,1.36,0,0,16.65
349,3,,43,2025-11-23 17:26:00,21.67,0.32,1.89,0,0,23.24
350,1,,2,2025-02-11 18:57:00,58.15,2.11,4.97,0,0,61.01
351,2,,30,2025-07-10 15:05:00,51.71,0.0,4.59,0,0,56.3
352,1,121.0,14,2025-09-25 16:06:00,13.17,0.0,1.17,13,0,14.34
353,5,165.0,73,2025-12-06 16:55:00,13.87,0.0,1.23,13,0,15.1
354,5,199.0,72,2025-09-13 17:36:00,44.09,0.0,3.91,44,0,48.0
355,1,165.0,11,2025-12-22 12:52:00,44.64,0.0,3.96,44,0,48.6
356,3,,31,2025-10-10 14:36:00,17.48,0.0,1.55,0,0,19.03
357,5,,61,2025-07-08 15:42:00,34.52,0.91,2.98,0,0,36.59
358,5,95.0,62,2025-08-11 12:51:00,24.01,0.16,2.12,23,30,25.67
359,1,108.0,10,2025-06-21 19:17:00,16.29,0.88,1.37,15,0,16.78
360,3,,32,2025-02-02 15:49:00,21.38,0.0,1.9,0,0,23.28
361,5,118.0,62,2025-08-10 18:49:00,25.54,0.0,2.27,25,0,27.81
362,5,69.0,72,2025-12-08 19:53:00,27.5,0.0,2.44,27,0,29.94
363,2,169.0,30,2025-12-06 10:48:00,17.83,0.31,1.55,17,0,19.07
364,3,184.0,43,2025-04-20 18:48:00,5.53,0.0,0.49,5,0,6.02
365,1,145.0,1,2025-03-06 08:18:00,31.74,0.0,2.82,31,0,34.56
366,4,,57,2025-09-05 15:05:00,18.59,0.67,1.59,0,0,19.51
367,1,83.0,2,2025-08-12 19:22:00,53.46,0.82,4.67,52,0,57.31
368,3,,42,2025-12-09 10:39:00,15.25,0.0,1.35,0,0,16.6
369,4,171.0,46,2025-05-03 20:42:00,33.92,1.39,2.89,32,0,35.42
370,5,56.0,75,2025-07-06 12:41:00,38.62,0.0,3.43,38,30,41.75
371,5,,62,2025-07-28 13:53:00,32.44,0.0,2.88,0,0,35.32
372,3,153.0,41,2025-08-03 20:25:00,40.46,2.08,3.41,38,30,41.49
373,4,109.0,60,2025-12-07 20:27:00,35.28,0.0,3.13,35,0,38.41
374,3,186.0,31,2025-12-03 20:20:00,16.3,0.33,1.42,15,0,17.39
375,5,141.0,62,2025-12-30 12:34:00,29.73,1.49,2.51,28,30,30.45
376,2,,16,2025-10-30 17:52:00,40.34,0.0,3.58,0,0,43.92
377,5,144.0,62,2025-09-28 17:27:00,54.52,0.0,4.84,54,0,59.36
378,1,107.0,10,2025-12-31 08:55:00,30.72,0.0,2.73,30,0,33.45
379,4,,57,2025-04-27 14:36:00,16.62,0.0,1.48,0,0,18.1
380,2,38.0,28,2025-11-30 09:13:00,16.05,0.0,1.42,16,0,17.47
381,4,141.0,57,2025-07-04 18:09:00,38.75,0.0,3.44,38,10,42.09
382,4,,47,2025-12-28 17:03:00,15.09,0.0,1.34,0,0,16.43
383,4,,57,2025-07-17 11:33:00,27.63,1.71,2.3,0,0,28.22
384,3,,42,2025-03-15 12:53:00,25.77,0.0,2.29,0,0,28.06
385,2,96.0,25,2025-08-31 16:44:00,43.46,2.82,3.61,40,0,44.25
386,5,83.0,72,2025-09-13 15:06:00,41.65,1.71,3.54,39,0,43.48
387,2,63.0,25,2025-03-09 15:12:00,75.56,2.86,6.45,72,0,79.15
388,2,99.0,29,2025-12-28 17:01:00,13.56,0.0,1.2,13,0,14.76
389,5,1.0,61,2025-07-13 16:00:00,26.57,0.72,2.29,25,30,27.84
390,1,,2,2025-05-25 09:23:00,26.23,0.0,2.33,0,0,28.56
391,5,54.0,62,2025-12-25 12:06:00,39.28,2.09,3.3,37,0,40.49
392,5,138.0,72,2025-12-19 17:32:00,27.74,0.0,2.46,27,0,30.2
393,1,26.0,2,2025-11-02 09:59:00,18.88,0.0,1.68,18,0,20.56
394,2,93.0,26,2025-05-11 12:38:00,12.3,0.0,1.09,12,0,13.39
395,1,112.0,11,2025-08-18 14:07:00,45.71,3.54,3.74,42,0,45.91
396,4,93.0,57,2025-04-27 12:50:00,15.76,0.0,1.4,15,0,17.16
397,3,,43,2025-05-24 19:06:00,18.58,0.0,1.65,0,0,20.23
398,5,,62,2025-07-19 17:36:00,12.2,0.16,1.07,0,0,13.11
399,4,43.0,57,2025-08-31 18:48:00,19.68,1.5,1.61,18,0,19.79
400,2,7.0,28,2025-12-15 15:06:00,53.13,0.0,4.72,53,0,57.85
401,2,55.0,26,2025-07-01 14:33:00,8.52,0.5,0.71,8,0,8.73
402,5,,72,2025-08-06 10:34:00,22.17,0.46,1.93,0,0,23.64
403,1,77.0,11,2025-04-28 09:22:00,12.88,0.4,1.11,12,0,13.59
404,5,,73,2025-07-11 19:33:00,28.64,0.0,2.54,0,0,31.18
405,5,132.0,62,2025-10-06 18:57:00,50.49,1.59,4.34,48,10,53.14
406,2,166.0,26,2025-05-02 18:02:00,29.03,0.0,2.58,29,10,31.51
407,5,,73,2025-08-09 18:57:00,18.6,0.0,1.65,0,0,20.25
408,2,,25,2025-11-01 19:52:00,13.99,0.0,1.24,0,0,15.23
409,2,167.0,28,2025-12-07 15:56:00,42.56,0.0,3.78,42,30,46.04
410,5,,75,2025-11-09 18:13:00,15.32,0.0,1.36,0,0,16.68
411,5,101.0,75,2025-11-03 19:17:00,34.82,0.0,3.09,34,30,37.61
412,5,96.0,75,2025-08-06 18:44:00,25.68,1.11,2.18,24,0,26.75
413,4,48.0,47,2025-05-15 18:04:00,52.95,0.0,4.7,52,20,57.45
414,2,186.0,25,2025-05-04 20:18:00,23.51,0.2,2.07,23,20,25.18
415,3,52.0,32,2025-04-27 17:35:00,67.2,0.25,5.94,66,0,72.89
416,5,25.0,75,2025-08-09 16:02:00,44.59,0.0,3.96,44,10,48.45
417,5,,75,2025-08-05 18:27:00,51.16,0.0,4.54,0,0,55.7
418,4,141.0,57,2025-08-08 11:49:00,29.94,0.0,2.66,29,20,32.4
419,2,,16,2025-05-01 17:55:00,20.6,0.0,1.83,0,0,22.43
420,5,114.0,72,2025-12-20 14:09:00,30.43,0.67,2.64,29,0,32.4
421,5,193.0,61,2025-10-05 12:01:00,37.34,0.0,3.31,37,0,40.65
422,5,45.0,75,2025-07-14 12:20:00,22.56,0.27,1.98,22,10,24.17
423,1,50.0,14,2025-09-14 15:23:00,50.7,0.89,4.42,49,30,53.93
424,1,32.0,11,2025-12-02 18:49:00,34.28,0.0,3.04,34,0,37.32
425,4,4.0,47,2025-11-30 18:59:00,51.54,0.0,4.57,51,20,55.91
426,4,41.0,47,2025-07-25 18:39:00,19.5,0.5,1.69,19,0,20.69
427,2,89.0,28,2025-12-27 17:56:00,9.96,0.0,0.88,9,0,10.84
428,3,47.0,41,2025-03-08 17:23:00,17.22,0.43,1.49,16,0,18.28
429,4,152.0,57,2025-08-06 13:25:00,27.11,0.0,2.41,27,0,29.52
430,1,89.0,2,2025-08-23 12:28:00,54.46,0.0,4.83,54,0,59.29
431,5,153.0,62,2025-09-28 14:15:00,26.78,0.0,2.38,26,20,28.96
432,2,,26,2025-03-15 12:57:00,15.97,0.0,1.42,0,0,17.39
433,3,114.0,42,2025-11-21 18:30:00,87.88,0.0,7.8,87,0,95.68
434,1,,10,2025-09-01 13:03:00,26.11,0.47,2.28,0,0,27.92
435,2,87.0,25,2025-05-08 19:28:00,18.91,0.0,1.68,18,0,20.59
436,1,129.0,2,2025-03-20 17:49:00,24.32,0.0,2.16,24,0,26.48
437,1,136.0,1,2025-06-01 18:55:00,28.45,0.0,2.52,28,30,30.67
438,4,99.0,60,2025-11-05 16:43:00,26.35,0.0,2.34,26,0,28.69
439,1,,14,2025-01-26 08:21:00,25.94,0.0,2.3,0,0,28.24
440,5,54.0,61,2025-08-30 19:53:00,50.66,0.3,4.47,50,30,54.53
441,1,,1,2025-08-23 13:30:00,19.1,0.47,1.65,0,0,20.28
442,2,,29,2025-03-08 13:57:00,28.36,0.0,2.52,0,0,30.88
443,5,,75,2025-08-02 11:10:00,52.72,0.0,4.68,0,0,57.4
444,3,41.0,32,2025-08-29 18:42:00,31.26,0.0,2.77,31,0,34.03
445,5,91.0,62,2025-12-19 10:30:00,40.15,0.0,3.56,40,0,43.71
446,1,,10,2025-01-08 18:37:00,27.26,1.18,2.31,0,0,28.39
447,4,107.0,57,2025-08-10 08:05:00,26.2,0.0,2.33,26,10,28.43
448,5,46.0,62,2025-07-14 11:59:00,28.34,0.0,2.52,28,0,30.86
449,5,20.0,75,2025-11-07 20:38:00,48.1,0.0,4.27,48,0,52.37
450,5,76.0,61,2025-10-04 17:12:00,70.34,0.0,6.24,70,0,76.58
451,3,50.0,32,2025-12-27 19:41:00,17.08,0.0,1.52,17,0,18.6
452,2,197.0,28,2025-04-26 15:42:00,24.51,0.43,2.14,24,30,25.92
453,1,,1,2025-07-26 11:47:00,19.29,1.08,1.62,0,0,19.83
454,4,186.0,57,2025-07-01 12:44:00,42.9,0.0,3.81,42,30,46.41
455,3,,31,2025-05-27 16:26:00,15.58,0.0,1.38,0,0,16.96
456,4,75.0,60,2025-05-16 14:05:00,25.74,0.0,2.28,25,30,27.72
457,5,147.0,75,2025-12-20 10:01:00,23.59,0.0,2.09,23,10,25.58
458,5,46.0,75,2025-12-02 10:51:00,30.84,0.0,2.74,30,0,33.58
459,2,,30,2025-02-04 10:55:00,7.85,0.0,0.7,0,0,8.55
460,5,,73,2025-07-14 17:40:00,30.97,0.64,2.69,0,0,33.02
461,5,65.0,61,2025-11-29 10:11:00,14.63,0.0,1.3,14,0,15.93
462,1,,14,2025-12-18 08:13:00,16.21,0.67,1.38,0,0,16.92
463,1,65.0,11,2025-02-01 13:38:00,40.48,0.0,3.59,40,0,44.07
464,4,88.0,47,2025-08-16 18:32:00,14.77,0.91,1.23,13,0,15.09
465,1,64.0,2,2025-03-09 12:44:00,36.94,1.22,3.17,35,0,38.89
466,4,,46,2025-05-31 19:10:00,19.48,0.24,1.71,0,0,20.95
467,3,67.0,31,2025-11-11 13:16:00,12.56,0.0,1.11,12,0,13.67
468,5,47.0,72,2025-11-19 16:48:00,17.7,0.0,1.57,17,0,19.27
469,1,,2,2025-01-25 16:39:00,17.26,0.0,1.53,0,0,18.79
470,4,,47,2025-08-05 17:00:00,13.46,0.0,1.19,0,0,14.65
471,5,,75,2025-11-08 13:44:00,12.54,0.0,1.11,0,0,13.65
472,4,88.0,46,2025-10-12 10:47:00,11.61,0.67,0.97,10,0,11.91
473,5,64.0,75,2025-09-10 13:37:00,30.68,0.0,2.72,30,20,33.2
474,1,,1,2025-09-16 15:59:00,17.28,0.32,1.51,0,0,18.47
475,5,,61,2025-12-24 15:28:00,28.75,0.0,2.55,0,0,31.3
476,1,,11,2025-10-04 14:50:00,20.9,0.0,1.85,0,0,22.75
477,2,197.0,28,2025-12-28 17:09:00,66.86,0.0,5.93,66,30,72.49
478,4,83.0,57,2025-05-30 10:01:00,28.35,1.51,2.38,26,0,29.22
479,3,,42,2025-03-14 19:14:00,10.93,0.0,0.97,0,0,11.9
480,2,93.0,17,2025-08-16 16:22:00,42.99,0.34,3.79,42,0,46.44
481,5,60.0,73,2025-07-13 13:31:00,64.53,0.0,5.73,64,0,70.26
482,5,190.0,62,2025-09-19 08:43:00,33.55,0.56,2.93,32,20,35.72
483,4,110.0,46,2025-09-25 17:23:00,24.19,0.0,2.15,24,20,26.14
484,4,81.0,46,2025-08-17 08:58:00,53.6,2.6,4.53,51,0,55.53
485,5,,62,2025-08-30 19:35:00,34.1,2.01,2.85,0,0,34.94
486,2,,25,2025-10-25 18:50:00,32.36,0.0,2.87,0,0,35.23
487,4,60.0,60,2025-12-26 12:36:00,19.54,0.0,1.73,19,0,21.27
488,3,120.0,41,2025-01-22 16:05:00,33.02,0.0,2.93,33,30,35.65
489,3,,31,2025-06-30 19:04:00,23.99,0.52,2.08,0,0,25.55
490,3,32.0,31,2025-10-21 18:15:00,21.65,0.0,1.92,21,30,23.27
491,2,84.0,26,2025-01-01 14:31:00,49.48,0.0,4.39,49,0,53.87
492,5,,62,2025-10-25 16:59:00,40.34,0.46,3.54,0,0,43.42
493,4,,46,2025-05-12 18:33:00,15.2,0.0,1.35,0,0,16.55
494,5,6.0,72,2025-08-24 18:16:00,17.43,0.0,1.55,17,0,18.98
495,2,110.0,29,2025-04-22 09:49:00,25.73,0.0,2.28,25,30,27.71
496,5,102.0,61,2025-07-29 17:59:00,25.26,0.3,2.22,24,0,27.18
497,2,43.0,28,2025-04-14 18:01:00,60.55,1.57,5.23,58,20,64.01
498,1,193.0,1,2025-11-21 16:35:00,89.0,0.0,7.9,89,0,96.9
499,1,9.0,1,2025-06-13 13:20:00,55.83,1.04,4.86,54,10,59.55
500,4,27.0,57,2025-09-13 19:04:00,25.05,0.0,2.22,25,0,27.27
501,5,22.0,73,2025-07-27 10:22:00,19.0,0.3,1.66,18,0,20.36
502,2,149.0,25,2025-06-05 18:41:00,10.76,0.52,0.91,10,0,11.15
503,5,48.0,73,2025-11-11 16:48:00,32.96,0.99,2.84,31,0,34.81
504,5,13.0,61,2025-08-20 12:30:00,16.16,0.0,1.43,16,0,17.59
505,1,97.0,14,2025-03-24 12:20:00,17.27,0.23,1.51,17,0,18.55
506,3,7.0,41,2025-08-31 14:35:00,42.61,0.93,3.7,41,0,45.38
507,1,107.0,12,2025-03-17 09:37:00,26.79,0.0,2.38,26,0,29.17
508,5,1.0,72,2025-10-06 19:17:00,52.57,2.69,4.43,49,10,54.21
509,3,105.0,32,2025-07-18 11:20:00,46.8,1.6,4.01,45,10,49.11
510,5,174.0,73,2025-09-14 17:49:00,28.96,0.0,2.57,28,0,31.53
511,3,,32,2025-03-23 09:12:00,35.91,1.61,3.04,0,0,37.34
512,4,,46,2025-10-28 13:56:00,31.51,0.69,2.74,0,0,33.56
513,4,63.0,60,2025-07-02 15:32:00,8.84,0.16,0.77,8,0,9.45
514,1,,11,2025-01-05 19:31:00,16.76,0.92,1.41,0,0,17.25
515,5,,75,2025-09-14 13:48:00,24.86,0.15,2.19,0,0,26.9
516,1,179.0,1,2025-07-05 16:04:00,13.07,0.0,1.16,13,0,14.23
517,4,198.0,60,2025-12-06 19:59:00,16.81,0.55,1.44,16,0,17.7
518,1,,10,2025-06-16 18:03:00,23.54,0.0,2.09,0,0,25.63
519,3,,42,2025-09-04 20:04:00,16.34,0.46,1.41,0,0,17.29
520,2,44.0,16,2025-09-02 13:29:00,65.94,0.0,5.85,65,10,71.69
521,5,146.0,72,2025-12-14 18:56:00,31.1,0.0,2.76,31,0,33.86
522,5,177.0,72,2025-09-30 08:17:00,38.2,2.33,3.18,35,0,39.05
523,2,,17,2025-09-21 16:13:00,13.87,0.0,1.23,0,0,15.1
524,1,82.0,10,2025-09-12 09:00:00,15.02,0.22,1.31,14,0,16.11
525,4,,60,2025-04-21 09:45:00,19.05,0.0,1.69,0,0,20.74
526,2,52.0,26,2025-06-29 18:44:00,75.89,0.0,6.74,75,0,82.63
527,3,,42,2025-01-15 17:35:00,13.4,0.0,1.19,0,0,14.59
528,5,,72,2025-10-03 12:18:00,18.66,0.22,1.64,0,0,20.08
529,3,197.0,43,2025-08-17 15:46:00,40.28,0.32,3.55,39,30,43.21
530,3,96.0,41,2025-03-09 18:29:00,34.98,0.77,3.04,34,0,37.25
531,5,129.0,75,2025-11-25 11:26:00,17.41,0.72,1.48,16,0,18.17
532,3,,42,2025-06-20 17:59:00,18.06,0.0,1.6,0,0,19.66
533,3,,42,2025-07-02 18:56:00,34.92,0.1,3.09,0,0,37.91
534,1,152.0,14,2025-07-10 19:54:00,40.41,1.01,3.5,39,0,42.9
535,5,20.0,62,2025-07-27 19:56:00,18.52,0.0,1.64,18,0,20.16
536,1,171.0,10,2025-07-07 09:47:00,31.71,0.0,2.81,31,0,34.52
537,2,110.0,30,2025-09-23 14:59:00,19.14,0.99,1.61,18,0,19.76
538,3,186.0,43,2025-09-07 14:14:00,28.79,0.0,2.56,28,0,31.35
539,4,,57,2025-08-12 19:45:00,34.16,0.0,3.03,0,0,37.19
540,1,34.0,12,2025-10-25 16:15:00,60.29,3.33,5.06,56,0,62.02
541,4,37.0,46,2025-07-01 12:01:00,19.19,0.0,1.7,19,0,20.89
542,1,,1,2025-02-16 12:04:00,19.29,0.48,1.67,0,0,20.48
543,2,187.0,29,2025-12-18 15:19:00,13.86,0.0,1.23,13,0,15.09
544,2,123.0,26,2025-05-22 13:02:00,36.54,0.0,3.24,36,0,39.78
545,4,134.0,46,2025-12-27 16:48:00,25.77,0.0,2.29,25,0,28.06
546,3,185.0,42,2025-02-20 18:01:00,15.06,0.0,1.34,15,0,16.4
547,3,35.0,31,2025-12-21 18:15:00,81.0,0.94,7.11,80,20,86.97
548,4,70.0,60,2025-10-23 19:30:00,26.89,0.0,2.39,26,20,29.08
549,1,,1,2025-04-27 18:39:00,26.55,1.01,2.27,0,0,27.81
550,3,,42,2025-01-19 11:59:00,18.52,0.0,1.64,0,0,20.16
551,3,151.0,42,2025-02-09 12:16:00,39.7,0.0,3.52,39,20,43.02
552,4,,60,2025-10-18 16:54:00,14.44,0.53,1.23,0,0,15.14
553,1,34.0,11,2025-04-20 13:30:00,46.77,0.65,4.09,46,0,50.21
554,3,,31,2025-01-17 18:49:00,13.54,0.5,1.16,0,0,14.2
555,3,,32,2025-05-04 12:54:00,14.46,0.26,1.26,0,0,15.46
556,3,,43,2025-09-28 19:06:00,10.11,0.25,0.88,0,0,10.74
557,1,139.0,11,2025-02-21 20:50:00,39.1,0.0,3.47,39,0,42.57
558,4,,60,2025-04-15 16:06:00,26.48,0.49,2.31,0,0,28.3
559,3,,31,2025-01-28 15:04:00,16.02,0.0,1.42,0,0,17.44
560,1,73.0,1,2025-11-24 17:07:00,30.62,0.0,2.72,30,20,33.14
561,1,152.0,14,2025-02-04 12:35:00,40.94,0.66,3.57,40,0,43.85
562,2,155.0,29,2025-01-27 18:14:00,26.48,0.49,2.31,25,0,28.3
563,2,147.0,26,2025-04-24 18:07:00,42.66,0.0,3.79,42,10,46.35
564,3,61.0,42,2025-04-20 16:55:00,9.46,0.15,0.83,9,0,10.14
565,3,51.0,42,2025-04-02 17:35:00,36.11,1.11,3.11,35,30,37.81
566,4,141.0,57,2025-09-06 18:55:00,54.09,0.0,4.8,54,0,58.89
567,4,190.0,47,2025-08-18 20:53:00,83.93,1.53,7.31,82,0,89.71
568,4,10.0,46,2025-12-19 19:49:00,21.75,0.0,1.93,21,0,23.68
569,3,68.0,32,2025-03-25 18:30:00,24.29,0.5,2.11,23,0,25.9
570,4,31.0,57,2025-11-13 19:38:00,22.56,0.0,2.0,22,0,24.56
571,3,155.0,31,2025-07-13 10:45:00,9.54,0.15,0.83,9,0,10.22
572,5,136.0,75,2025-07-28 17:19:00,39.27,0.0,3.49,39,0,42.76
573,5,,62,2025-10-25 19:32:00,18.18,0.0,1.61,0,0,19.79
574,3,185.0,43,2025-10-14 19:38:00,67.08,0.0,5.95,67,20,72.83
575,4,106.0,46,2025-09-14 15:33:00,31.15,0.0,2.76,31,30,33.61
576,4,,47,2025-04-27 17:38:00,11.6,0.0,1.03,0,0,12.63
577,3,,31,2025-05-08 19:12:00,53.13,0.0,4.72,0,0,57.85
578,3,79.0,41,2025-05-05 19:27:00,20.05,0.0,1.78,20,10,21.73
579,4,,60,2025-05-31 17:12:00,7.03,0.0,0.62,0,0,7.65
580,4,116.0,57,2025-07-18 16:11:00,22.05,0.0,1.96,22,0,24.01
581,1,169.0,1,2025-09-28 13:11:00,50.55,0.0,4.49,50,10,54.94
582,5,158.0,73,2025-12-02 14:34:00,31.24,0.0,2.77,31,10,33.91
583,2,154.0,28,2025-04-06 10:00:00,22.92,0.76,1.97,22,0,24.13
584,1,113.0,2,2025-11-01 12:52:00,29.16,0.0,2.59,29,10,31.65
585,2,142.0,26,2025-08-02 12:06:00,35.47,0.0,3.15,35,30,38.32
586,3,13.0,41,2025-06-03 11:54:00,37.76,1.01,3.26,36,0,40.01
587,1,121.0,2,2025-02-12 16:02:00,36.34,1.23,3.12,35,0,38.23
588,5,86.0,72,2025-10-18 08:27:00,33.56,1.09,2.88,32,0,35.35
589,2,,29,2025-03-25 17:22:00,39.92,1.72,3.39,0,0,41.59
590,5,94.0,75,2025-07-30 16:34:00,35.82,0.0,3.18,35,0,39.0
591,4,,57,2025-12-22 10:51:00,34.28,1.15,2.94,0,0,36.07
592,3,50.0,31,2025-02-19 19:58:00,30.5,0.0,2.71,30,30,32.91
593,2,164.0,25,2025-02-12 12:28:00,38.63,0.0,3.43,38,20,41.86
594,2,112.0,30,2025-02-09 10:01:00,30.81,0.91,2.65,29,0,32.55
595,3,99.0,32,2025-04-23 19:20:00,33.17,0.52,2.9,32,0,35.55
596,1,44.0,2,2025-07-10 14:38:00,47.99,1.08,4.16,46,0,51.07
597,5,85.0,72,2025-11-09 11:17:00,65.05,1.11,5.67,63,10,69.51
598,2,5.0,28,2025-04-20 12:15:00,16.62,0.95,1.39,15,0,17.06
599,4,109.0,47,2025-04-27 18:01:00,24.91,0.0,2.21,24,0,27.12
600,3,56.0,43,2025-10-03 19:23:00,34.23,0.0,3.04,34,0,37.27
601,5,148.0,73,2025-08-20 11:33:00,24.4,0.0,2.17,24,0,26.57
602,5,17.0,75,2025-12-08 20:05:00,12.5,0.0,1.11,12,0,13.61
603,4,44.0,57,2025-09-08 12:09:00,60.29,0.83,5.28,59,0,64.74
604,5,148.0,75,2025-08-23 19:14:00,24.14,0.0,2.14,24,0,26.28
605,5,,61,2025-10-28 17:18:00,41.03,0.0,3.64,0,0,44.67
606,3,37.0,43,2025-12-15 19:45:00,27.15,0.0,2.41,27,20,29.36
607,1,,12,2025-10-17 13:07:00,18.06,0.23,1.58,0,0,19.41
608,4,59.0,60,2025-09-08 14:50:00,9.27,0.15,0.81,9,0,9.93
609,1,141.0,2,2025-11-16 18:25:00,58.38,0.0,5.18,58,0,63.56
610,1,175.0,1,2025-01-19 11:36:00,22.41,0.0,1.99,22,0,24.4
611,5,49.0,62,2025-09-28 15:48:00,17.01,0.25,1.49,16,0,18.25
612,1,142.0,1,2025-12-27 11:35:00,32.46,0.19,2.86,32,0,35.13
613,3,,32,2025-06-09 16:22:00,14.54,0.0,1.29,0,0,15.83
614,5,101.0,72,2025-10-19 19:32:00,32.13,0.0,2.85,32,10,34.88
615,5,175.0,61,2025-07-26 09:07:00,16.94,0.0,1.5,16,0,18.44
616,4,65.0,46,2025-08-01 14:13:00,53.05,0.89,4.63,52,0,56.79
617,3,,41,2025-09-01 11:41:00,9.74,0.0,0.86,0,0,10.6
618,5,,73,2025-09-14 11:16:00,32.89,0.0,2.92,0,0,35.81
619,3,,32,2025-07-02 15:08:00,26.45,0.55,2.3,0,0,28.2
620,3,,31,2025-02-03 20:18:00,18.87,0.52,1.63,0,0,19.98
621,3,,42,2025-05-21 19:04:00,14.31,0.0,1.27,0,0,15.58
622,4,182.0,60,2025-07-16 16:04:00,21.84,0.0,1.94,21,0,23.78
623,3,30.0,42,2025-03-26 19:17:00,12.64,0.0,1.12,12,0,13.76
624,1,105.0,1,2025-07-11 17:22:00,10.08,0.61,0.84,9,0,10.31
625,4,122.0,57,2025-06-27 09:27:00,11.4,0.67,0.95,10,0,11.68
626,4,15.0,60,2025-04-19 18:59:00,45.88,0.0,4.07,45,20,49.75
627,5,,62,2025-09-02 18:09:00,30.59,0.0,2.71,0,0,33.3
628,1,12.0,2,2025-12-07 10:19:00,25.71,0.0,2.28,25,10,27.89
629,1,183.0,1,2025-02-21 15:27:00,28.19,0.47,2.46,27,30,29.88
630,3,28.0,43,2025-04-17 19:46:00,26.51,2.21,2.16,24,0,26.46
631,3,,42,2025-02-09 15:07:00,12.99,0.27,1.13,0,0,13.85
632,1,179.0,12,2025-06-22 19:16:00,19.91,0.0,1.77,19,0,21.68
633,4,103.0,46,2025-09-07 19:09:00,32.21,0.0,2.86,32,10,34.97
634,4,157.0,60,2025-11-25 17:14:00,18.15,0.0,1.61,18,0,19.76
635,5,,72,2025-09-22 13:31:00,34.52,0.0,3.06,0,0,37.58
636,5,47.0,75,2025-12-31 09:52:00,18.64,0.93,1.57,17,0,19.28
637,1,,10,2025-03-26 18:29:00,20.32,0.23,1.78,0,0,21.87
638,5,118.0,61,2025-12-21 18:36:00,15.0,0.0,1.33,15,0,16.33
639,2,16.0,26,2025-02-02 11:59:00,16.2,0.45,1.4,15,0,17.15
640,5,5.0,62,2025-09-22 19:23:00,29.55,0.0,2.62,29,0,32.17
641,1,116.0,11,2025-03-30 19:25:00,14.51,0.0,1.29,14,0,15.8
642,3,,43,2025-04-10 12:10:00,12.36,0.0,1.1,0,0,13.46
643,4,1.0,47,2025-09-20 19:34:00,28.53,0.62,2.48,27,0,30.39
644,3,,43,2025-12-02 20:03:00,26.02,0.24,2.29,0,0,28.07
645,1,,14,2025-03-09 11:43:00,18.86,0.0,1.67,0,0,20.53
646,4,80.0,60,2025-11-23 14:06:00,25.01,0.0,2.22,25,0,27.23
647,1,37.0,14,2025-08-07 20:57:00,12.01,0.19,1.05,11,0,12.87
648,3,149.0,32,2025-12-30 10:53:00,35.5,0.67,3.09,34,20,37.72
649,4,,57,2025-05-17 15:41:00,23.44,0.0,2.08,0,0,25.52
650,4,96.0,47,2025-08-29 16:42:00,25.84,0.63,2.24,25,20,27.25
651,1,,10,2025-06-28 15:18:00,10.14,0.3,0.87,0,0,10.71
652,4,,46,2025-11-19 15:42:00,17.85,0.34,1.55,0,0,19.06
653,2,177.0,28,2025-04-02 11:09:00,27.54,0.47,2.4,27,10,29.37
654,1,133.0,11,2025-06-18 11:37:00,9.34,0.33,0.8,9,0,9.81
655,2,,26,2025-06-30 15:46:00,15.19,0.0,1.35,0,0,16.54
656,4,48.0,57,2025-12-19 12:12:00,77.07,0.0,6.84,77,0,83.91
657,2,,25,2025-01-19 19:11:00,46.43,0.89,4.04,0,0,49.58
658,5,,75,2025-09-28 20:28:00,23.96,1.37,2.0,0,0,24.59
659,1,158.0,1,2025-05-04 20:00:00,31.02,0.0,2.75,31,0,33.77
660,5,62.0,62,2025-08-02 12:02:00,54.45,0.0,4.83,54,0,59.28
